,index,CurrentClinicName1,CurrentClinicCity,CurrentClinicState,Year,TotCycles1,TotCycles2,TotCycles3,TotCycles4,TotSuccess1,TotSuccess2,TotSuccess3,TotSuccess4,ClinicNames
1833,1833,UNIVERSITY OF ILLINOIS AT CHICAGO IVF PROGRAM,CHICAGO,ILLINOIS,2006.0,71.0,24.0,25.0,9.0,29.50588235294118,22.75,13.65,0.0,UNIVERSITY OF ILLINOIS AT CHICAGO IVF PROGRAM CHICAGO
1834,1834,WOMEN'S HEALTH CONSULTANTS,CHICAGO,ILLINOIS,2006.0,52.0,53.0,35.0,23.0,12.25,11.225,6.45,0.0,WOMEN'S HEALTH CONSULTANTS CHICAGO
1835,1835,CENTER FOR REPRODUCTIVE HEALTH/JOLIET IVF,CREST HILL,ILLINOIS,2006.0,71.0,23.0,17.0,4.0,25.614285714285714,9.1,4.166666666666667,0.0,CENTER FOR REPRODUCTIVE HEALTH/JOLIET IVF CREST HILL
1836,1836,MIDWEST FERTILITY CENTER,DOWNERS GROVE,ILLINOIS,2006.0,117.0,52.0,36.0,16.0,20.34285714285714,7.0,30.9,3.125,MIDWEST FERTILITY CENTER DOWNERS GROVE
1837,1837,THE RINEHART CENTER FOR REPRODUCTIVE MEDICINE,EVANSTON,ILLINOIS,2006.0,71.0,49.0,31.0,11.0,32.82857142857143,27.516666666666666,33.6,0.0,CENTER FOR REPRODUCTIVE MEDICINE MOBILE
1838,1838,ADVANCED FERTILITY CENTER OF CHICAGO,GURNEE,ILLINOIS,2006.0,160.0,79.0,30.0,21.0,44.38333333333333,21.342307692307692,27.9,5.0,ADVANCED FERTILITY CENTER OF CHICAGO GURNEE
1839,1839,HIGHLAND PARK IVF CENTER,HIGHLAND PARK,ILLINOIS,2006.0,440.0,398.0,364.0,166.0,33.4,28.4,20.85,21.766666666666666,FERTILITY CENTERS OF ILLINOIS-HIGHLAND PARK IVF CENTER HIGHLAND PARK
1840,1840,"KARANDE AND ASSOCIATES, SC",HOFFMAN ESTATES,ILLINOIS,2006.0,198.0,61.0,44.0,17.0,36.65,60.0,30.25,2.9411764705882355,"KARANDE AND ASSOCIATES, SC HOFFMAN ESTATES"
1841,1841,IVF1,NAPERVILLE,ILLINOIS,2006.0,178.0,84.0,39.0,19.0,46.65,35.4,37.02727272727273,23.571428571428573,IVF1 NAPERVILLE
1842,1842,"CHARLES E. MILLER, MD & ASSOCIATES",NAPERVILLE,ILLINOIS,2006.0,162.0,124.0,60.0,32.0,35.349999999999994,36.95,27.33571428571429,3.45,"CHARLES E. MILLER, MD & ASSOCIATES NAPERVILLE"
1843,1843,OAK BROOK FERTILITY CENTER,OAK BROOK,ILLINOIS,2006.0,81.0,29.0,16.0,5.0,51.728947368421046,46.45,25.0,41.66666666666667,OAK BROOK FERTILITY CENTER OAK BROOK
1844,1844,SHER INSTITUTE FOR REPRODUCTIVE MEDICINE–CENTRAL ILLINOIS,PEORIA,ILLINOIS,2006.0,69.0,21.0,17.0,3.0,23.233333333333334,6.666666666666667,6.25,0.0,SHER INSTITUTE FOR REPRODUCTIVE MEDICINE-ST. LOUIS ST. LOUIS
1845,1845,REPRODUCTIVE HEALTH AND FERTILITY CENTER,ROCKFORD,ILLINOIS,2006.0,131.0,33.0,23.0,13.0,26.75,16.729323308270676,20.394736842105264,11.11111111111111,REPRODUCTIVE FERTILITY CENTER IRVINE
1846,1846,"NORTH SHORE FERTILITY, SC",SKOKIE,ILLINOIS,2006.0,121.0,69.0,42.0,23.0,33.68333333333333,36.55,6.4,0.0,NORTH SHORE FERTILITY SKOKIE
1847,1847,"REPRODUCTIVE ENDOCRINOLOGY ASSOCIATES, SC",SPRINGFIELD,ILLINOIS,2006.0,62.0,39.0,12.0,0.0,17.71111111111111,8.8,8.333333333333334,0.0,"REPRODUCTIVE ENDOCRINOLOGY ASSOCIATES, SC SPRINGFIELD"
1848,1848,"SETH LEVRANT, MD, PC",TINLEY PARK,ILLINOIS,2006.0,39.0,17.0,19.0,2.0,24.983333333333334,16.666666666666668,8.333333333333334,0.0,"SETH LEVRANT, MD, PC TINLEY PARK"
1849,1849,BONAVENTURA REPRODUCTIVE MEDICINE,CARMEL,INDIANA,2006.0,96.0,21.0,22.0,7.0,18.799999999999997,3.8461538461538463,0.0,0.0,BONAVENTURA REPRODUCTIVE MEDICINE CARMEL
1850,1850,JARRETT FERTILITY GROUP,CARMEL,INDIANA,2006.0,222.0,99.0,60.0,22.0,26.3,17.763157894736842,17.696153846153845,0.0,JARRETT FERTILITY GROUP CARMEL
1851,1851,MIDWEST FERTILITY SPECIALISTS,CARMEL,INDIANA,2006.0,277.0,93.0,61.0,22.0,28.2,23.25,13.090909090909092,5.2631578947368425,MIDWEST FERTILITY SPECIALISTS CARMEL
1852,1852,"ADVANCED REPRODUCTION INSTITUTE, LLC",EVANSVILLE,INDIANA,2006.0,78.0,21.0,12.0,12.0,28.66428571428571,24.264705882352942,11.11111111111111,0.0,"ADVANCED REPRODUCTION INSTITUTE, LLC EVANSVILLE"
1853,1853,"ASSOCIATED FERTILITY & GYNECOLOGY, PC",FORT WAYNE,INDIANA,2006.0,71.0,36.0,11.0,4.0,21.492307692307694,10.75,22.916666666666668,0.0,"ASSOCIATED FERTILITY & GYNECOLOGY, PC FORT WAYNE"
1854,1854,ADVANCED FERTILITY GROUP,INDIANAPOLIS,INDIANA,2006.0,46.0,18.0,10.0,8.0,30.245454545454546,22.22222222222222,43.75,7.142857142857143,ADVANCED FERTILITY GROUP INDIANAPOLIS
1855,1855,"FAMILY BEGINNINGS, PC",INDIANAPOLIS,INDIANA,2006.0,86.0,47.0,36.0,7.0,46.7,40.85,21.21666666666667,0.0,"FAMILY BEGINNINGS, PC INDIANAPOLIS"
1856,1856,REPRODUCTIVE CARE OF INDIANA,INDIANAPOLIS,INDIANA,2006.0,46.0,15.0,13.0,2.0,39.5,30.0,8.333333333333334,0.0,REPRODUCTIVE CARE OF INDIANA INDIANAPOLIS
1857,1857,REPRODUCTIVE ENDOCRINOLOGY ASSOCIATES,INDIANAPOLIS,INDIANA,2006.0,33.0,10.0,8.0,1.0,10.6,5.0,25.0,0.0,REPRODUCTIVE ENDOCRINOLOGY ASSOCIATES INDIANAPOLIS
1858,1858,"MID-IOWA FERTILITY, PC",CLIVE,IOWA,2006.0,165.0,49.0,22.0,6.0,38.45,32.96666666666667,11.11111111111111,10.0,"MID-IOWA FERTILITY, PC CLIVE"
1859,1859,UNIVERSITY OF IOWA HOSPITALS AND CLINICS,IOWA CITY,IOWA,2006.0,236.0,106.0,59.0,24.0,52.05,40.00263157894737,25.761111111111113,4.55,UNIVERSITY OF IOWA HOSPITALS AND CLINICS IOWA CITY
1860,1860,"MIDWEST REPRODUCTIVE CENTER, PA",OLATHE,KANSAS,2006.0,78.0,18.0,24.0,3.0,47.57142857142857,58.82352941176471,26.166666666666668,0.0,"MIDWEST REPRODUCTIVE CENTER, PA OLATHE"
1861,1861,REPRODUCTIVE RESOURCE CENTER OF GREATER KANSAS CITY,OVERLAND PARK,KANSAS,2006.0,225.0,79.0,46.0,1.0,45.0,24.28333333333333,60.25,50.0,REPRODUCTIVE RESOURCE CENTER OF GREATER KANSAS CITY OVERLAND PARK
1862,1862,REPRODUCTIVE MEDICINE & INFERTILITY,SHAWNEE MISSION,KANSAS,2006.0,102.0,20.0,13.0,5.0,43.0,63.1578947368421,0.0,50.0,REPRODUCTIVE MEDICINE & INFERTILITY SHAWNEE MISSION
1863,1863,THE CENTER FOR REPRODUCTIVE MEDICINE,WICHITA,KANSAS,2006.0,107.0,21.0,25.0,12.0,41.879411764705885,12.5,58.35,5.0,CENTER FOR REPRODUCTIVE MEDICINE MOBILE
1864,1864,BLUEGRASS FERTILITY CENTER,LEXINGTON,KENTUCKY,2006.0,109.0,36.0,20.0,7.0,24.9,8.8,2.7777777777777777,8.333333333333334,BLUEGRASS FERTILITY CENTER LEXINGTON
1865,1865,FERTILITY AND ENDOCRINE ASSOCIATES,LOUISVILLE,KENTUCKY,2006.0,61.0,25.0,19.0,9.0,53.45,18.014705882352942,30.952380952380956,25.0,FERTILITY AND ENDOCRINE ASSOCIATES LOUISVILLE
1866,1866,UNIVERSITY OB/GYN ASSOCIATES FERTILITY CENTER,LOUISVILLE,KENTUCKY,2006.0,83.0,35.0,22.0,10.0,59.46666666666667,65.65,41.228070175438596,25.0,UNIVERSITY OB/GYN ASSOCIATES FERTILITY CENTER LOUISVILLE
1867,1867,A WOMAN'S CENTER FOR REPRODUCTIVE MEDICINE,BATON ROUGE,LOUISIANA,2006.0,79.0,28.0,14.0,5.0,18.983333333333334,45.2,21.428571428571427,10.0,CENTER FOR REPRODUCTIVE MEDICINE MOBILE
1868,1868,OCHSNER FOUNDATION FERTILITY CLINIC,JEFFERSON,LOUISIANA,2006.0,40.0,22.0,6.0,9.0,17.1,11.9,10.0,0.0,OCHSNER FOUNDATION FERTILITY CLINIC JEFFERSON
1869,1869,FERTILITY AND WOMEN'S HEALTH CENTER OF LOUISIANA,LAFAYETTE,LOUISIANA,2006.0,62.0,24.0,11.0,2.0,25.333333333333336,21.84873949579832,12.5,25.0,FERTILITY AND WOMEN'S HEALTH CENTER OF LOUISIANA LAFAYETTE
1870,1870,THE FERTILITY INSTITUTE OF NEW ORLEANS,MANDEVILLE,LOUISIANA,2006.0,161.0,82.0,51.0,33.0,33.650000000000006,28.03181818181818,5.45,1.6,FERTILITY INSTITUTE OF NEW ORLEANS MANDEVILLE
1871,1871,CENTER FOR FERTILITY AND REPRODUCTIVE HEALTH,SHREVEPORT,LOUISIANA,2006.0,77.0,32.0,14.0,10.0,28.76111111111111,24.05,8.333333333333334,12.5,REPRODUCTIVE FERTILITY CENTER IRVINE
1872,1872,MAINE CENTER FOR REPRODUCTIVE HEALTH,SOUTH PORTLAND,MAINE,2006.0,43.0,18.0,18.0,8.0,53.7,16.666666666666668,2.9411764705882355,7.142857142857143,MAINE CENTER FOR REPRODUCTIVE HEALTH SOUTH PORTLAND
1873,1873,THE CENTER FOR ASSISTED REPRODUCTIVE TECHNOLOGY AT UNION MEMORIAL,BALTIMORE,MARYLAND,2006.0,68.0,24.0,30.0,24.0,11.3,9.5,22.916666666666668,2.15,THE CENTER FOR ASSISTED REPRODUCTIVE TECHNOLOGY AT UNION MEMORIAL BALTIMORE
1874,1874,GBMC FERTILITY CENTER,BALTIMORE,MARYLAND,2006.0,243.0,97.0,88.0,31.0,39.8,35.4,30.46666666666667,1.8,GBMC FERTILITY CENTER BALTIMORE
1875,1875,UMMS–CENTER FOR ADVANCED REPRODUCTIVE TECHNOLOGIES,BALTIMORE,MARYLAND,2006.0,37.0,20.0,25.0,11.0,72.2,15.789473684210526,2.1,5.0,UMMS–CENTER FOR ADVANCED REPRODUCTIVE TECHNOLOGIES BALTIMORE
1876,1876,JOHNS HOPKINS FERTILITY CENTER,LUTHERVILLE,MARYLAND,2006.0,78.0,59.0,39.0,36.0,14.705555555555556,13.716666666666669,12.05,0.0,JOHNS HOPKINS FERTILITY CENTER LUTHERVILLE
1877,1877,SHADY GROVE FERTILITY REPRODUCTIVE SCIENCE CENTER,ROCKVILLE,MARYLAND,2006.0,1399.0,1039.0,809.0,324.0,37.5,29.05,21.95,23.189473684210526,REPRODUCTIVE FERTILITY CENTER IRVINE
1878,1878,FERTILITY CENTER OF MARYLAND,TOWSON,MARYLAND,2006.0,123.0,84.0,33.0,30.0,35.7,26.8,31.73076923076923,23.3,FERTILITY CENTER OF MARYLAND TOWSON
1879,1879,BRIGHAM AND WOMEN'S HOSPITAL ART CENTER,BOSTON,MASSACHUSETTS,2006.0,591.0,467.0,409.0,185.0,37.65,29.0,18.549999999999997,20.7,BRIGHAM AND WOMEN'S HOSPITAL CENTER FOR ASSISTED REPRODUCTIVE TECHNOLOGY BOSTON
1880,1880,VINCENT IVF UNIT,BOSTON,MASSACHUSETTS,2006.0,194.0,147.0,117.0,39.0,42.6,36.2,30.457142857142856,9.4,VINCENT IVF UNIT BOSTON
1881,1881,REPRODUCTIVE SCIENCE CENTER,LEXINGTON,MASSACHUSETTS,2006.0,913.0,569.0,418.0,202.0,39.5,35.2,28.35,12.442307692307693,REPRODUCTIVE SCIENCE CENTER LEXINGTON
1882,1882,"FERTILITY CENTERS OF NEW ENGLAND, INC.",READING,MASSACHUSETTS,2006.0,413.0,206.0,188.0,89.0,29.099999999999998,21.45,17.825,14.95,"FERTILITY CENTERS OF NEW ENGLAND, INC. READING"
1883,1883,BAYSTATE REPRODUCTIVE MEDICINE,SPRINGFIELD,MASSACHUSETTS,2006.0,183.0,110.0,93.0,52.0,33.25,23.2,20.5,6.4,BAYSTATE REPRODUCTIVE MEDICINE SPRINGFIELD
1884,1884,BOSTON IVF,WALTHAM,MASSACHUSETTS,2006.0,841.0,583.0,554.0,240.0,31.3,28.9,19.950000000000003,19.086363636363636,"BOSTON IVF, LLC WALTHAM"
1885,1885,CENTER FOR REPRODUCTIVE MEDICINE,ANN ARBOR,MICHIGAN,2006.0,65.0,35.0,18.0,7.0,25.242857142857144,12.492857142857144,17.692307692307693,0.0,CENTER FOR REPRODUCTIVE MEDICINE MOBILE
1886,1886,CENTER FOR REPRODUCTIVE MEDICINE,DEARBORN,MICHIGAN,2006.0,98.0,56.0,35.0,12.0,24.2,15.292857142857144,54.4,0.0,CENTER FOR REPRODUCTIVE MEDICINE MOBILE
1887,1887,"GRAND RAPIDS FERTILITY & IVF, PC",GRAND RAPIDS,MICHIGAN,2006.0,94.0,33.0,15.0,3.0,26.1,25.75187969924812,10.0,0.0,"GRAND RAPIDS FERTILITY & IVF, PC GRAND RAPIDS"
1888,1888,"MICHIGAN REPRODUCTIVE & IVF CENTER, PC",GRAND RAPIDS,MICHIGAN,2006.0,391.0,145.0,75.0,17.0,43.55,30.55,23.026315789473685,13.333333333333334,"MICHIGAN REPRODUCTIVE & IVF CENTER, PC GRAND RAPIDS"
1889,1889,"INFERTILITY AND GYNECOLOGY CENTER OF LANSING, PC",LANSING,MICHIGAN,2006.0,47.0,19.0,6.0,4.0,44.92727272727272,14.285714285714286,10.0,0.0,"INFERTILITY AND GYNECOLOGY CENTER OF LANSING, PC LANSING"
1890,1890,IVF MICHIGAN,ROCHESTER HILLS,MICHIGAN,2006.0,568.0,239.0,157.0,75.0,37.65,35.35,25.589473684210525,27.85,"IVF MICHIGAN ROCHESTER HILLS & FLINT, PC ROCHESTER HILLS"
1891,1891,HENRY FORD REPRODUCTIVE MEDICINE,TROY,MICHIGAN,2006.0,45.0,29.0,15.0,2.0,40.0,38.05,8.333333333333334,25.0,HENRY FORD REPRODUCTIVE MEDICINE TROY
1892,1892,"THE MIDWEST CENTER FOR REPRODUCTIVE HEALTH, PA",MAPLE GROVE,MINNESOTA,2006.0,154.0,46.0,34.0,5.0,42.75,37.275,15.4,0.0,"MIDWEST REPRODUCTIVE CENTER, PA OLATHE"
1893,1893,CENTER FOR REPRODUCTIVE MEDICINE,MINNEAPOLIS,MINNESOTA,2006.0,340.0,167.0,121.0,43.0,38.6,40.55,32.9,27.916666666666668,CENTER FOR REPRODUCTIVE MEDICINE MOBILE
1894,1894,REPRODUCTIVE MEDICINE CENTER,MINNEAPOLIS,MINNESOTA,2006.0,165.0,94.0,58.0,22.0,37.689473684210526,33.11666666666667,20.892857142857142,7.15,CENTER FOR REPRODUCTIVE MEDICINE MINNEAPOLIS
1895,1895,MAYO CLINIC ASSISTED REPRODUCTIVE TECHNOLOGIES,ROCHESTER,MINNESOTA,2006.0,95.0,39.0,25.0,11.0,39.95,27.383333333333333,28.205128205128204,30.555555555555557,MAYO CLINIC ASSISTED REPRODUCTIVE TECHNOLOGIES ROCHESTER
1896,1896,REPRODUCTIVE MEDICINE & INFERTILITY ASSOCIATES,WOODBURY,MINNESOTA,2006.0,263.0,133.0,76.0,29.0,41.75,25.9,24.238461538461536,7.7,REPRODUCTIVE MEDICINE AND INFERTILITY ASSOCIATES AUGUSTA
1897,1897,MISSISSIPPI FERTILITY INSTITUTE,JACKSON,MISSISSIPPI,2006.0,82.0,27.0,11.0,6.0,47.3,17.4,25.0,8.333333333333334,MISSISSIPPI FERTILITY INSTITUTE JACKSON
1898,1898,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,JACKSON,MISSISSIPPI,2006.0,72.0,25.0,11.0,2.0,21.31111111111111,18.2,30.555555555555557,0.0,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER FLOWOOD
1899,1899,INFERTILITY INSTITUTE,CHESTERFIELD,MISSOURI,2006.0,74.0,31.0,19.0,7.0,30.3,21.65,12.5,0.0,INFERTILITY INSTITUTE CHESTERFIELD
1900,1900,"MID-MISSOURI REPRODUCTIVE MEDICINE AND SURGERY, INC.",COLUMBIA,MISSOURI,2006.0,47.0,25.0,11.0,0.0,27.6,6.5,16.666666666666668,0.0,"MID-MISSOURI REPRODUCTIVE MEDICINE AND SURGERY, INC. COLUMBIA"
1901,1901,MIDWEST WOMEN'S HEALTHCARE,KANSAS CITY,MISSOURI,2006.0,41.0,12.0,18.0,4.0,31.6,22.727272727272727,40.625,12.5,MIDWEST WOMEN'S HEALTHCARE SPECIALISTS KANSAS CITY
1902,1902,INFERTILITY & IVF CENTER,ST. LOUIS,MISSOURI,2006.0,78.0,17.0,22.0,8.0,27.76111111111111,34.84848484848485,10.0,0.0,INFERTILITY CENTER OF ST. LOUIS CHESTERFIELD
1903,1903,THE INFERTILITY AND REPRODUCTIVE MEDICINE CENTER,ST. LOUIS,MISSOURI,2006.0,206.0,83.0,63.0,34.0,28.5,25.95,20.35,1.6,FERTILITY AND REPRODUCTIVE MEDICINE CENTER ST. LOUIS
1904,1904,INFERTILITY CENTER OF ST. LOUIS,ST. LOUIS,MISSOURI,2006.0,183.0,59.0,39.0,11.0,35.6,34.8,22.95,33.333333333333336,INFERTILITY CENTER OF ST. LOUIS CHESTERFIELD
1905,1905,SHER INSTITUTE FOR REPRODUCTIVE MEDICINE–ST. LOUIS,ST. LOUIS,MISSOURI,2006.0,251.0,65.0,39.0,27.0,38.900000000000006,41.266666666666666,46.2,16.8,SHER INSTITUTE FOR REPRODUCTIVE MEDICINE-ST. LOUIS ST. LOUIS
1906,1906,"HEARTLAND CENTER FOR REPRODUCTIVE MEDICINE, PC",OMAHA,NEBRASKA,2006.0,140.0,41.0,18.0,8.0,23.4,4.05,11.764705882352942,0.0,CENTER FOR REPRODUCTIVE MEDICINE MOBILE
1907,1907,NEBRASKA METHODIST HOSPITAL REI,OMAHA,NEBRASKA,2006.0,204.0,51.0,31.0,11.0,45.849999999999994,32.48571428571429,43.05,9.090909090909092,NEBRASKA METHODIST HOSPITAL REI OMAHA
1908,1908,FERTILITY CENTER OF LAS VEGAS,LAS VEGAS,NEVADA,2006.0,267.0,146.0,89.0,22.0,39.1,32.85,17.95,6.666666666666667,FERTILITY CENTER OF LAS VEGAS LAS VEGAS
1909,1909,NEVADA FERTILITY C.A.R.E.S.,LAS VEGAS,NEVADA,2006.0,103.0,48.0,30.0,17.0,19.7,20.65,10.0,28.333333333333332,NEVADA FERTILITY C.A.R.E.S. LAS VEGAS
1910,1910,SHER INSTITUTE FOR REPRODUCTIVE MEDICINE–LAS VEGAS,LAS VEGAS,NEVADA,2006.0,157.0,83.0,90.0,41.0,28.2,28.15,15.283333333333335,21.3,SHER INSTITUTE FOR REPRODUCTIVE MEDICINE-ST. LOUIS ST. LOUIS
1911,1911,THE NEVADA CENTER FOR REPRODUCTIVE MEDICINE,RENO,NEVADA,2006.0,133.0,53.0,43.0,21.0,38.7,25.950000000000003,25.833333333333336,10.096153846153847,CENTER FOR REPRODUCTIVE MEDICINE MOBILE
1912,1912,DARTMOUTH–HITCHCOCK MEDICAL CENTER,LEBANON,NEW HAMPSHIRE,2006.0,74.0,36.0,28.0,23.0,46.45,24.1,36.66666666666667,7.5,DARTMOUTH–HITCHCOCK MEDICAL CENTER LEBANON
1913,1913,SHER INSTITUTE FOR REPRODUCTIVE MEDICINE–NEW JERSEY,BEDMINSTER,NEW JERSEY,2006.0,114.0,64.0,74.0,36.0,14.55,22.7,3.6,5.7,SHER INSTITUTE FOR REPRODUCTIVE MEDICINE-ST. LOUIS ST. LOUIS
1914,1914,CENTER FOR ADVANCED REPRODUCTIVE MEDICINE & FERTILITY,EDISON,NEW JERSEY,2006.0,164.0,54.0,27.0,9.0,28.950000000000003,33.31666666666666,53.85,68.75,CENTER FOR REPRODUCTIVE MEDICINE MOBILE
1915,1915,"UNIVERSITY REPRODUCTIVE ASSOCIATES, PC",HASBROUCK HEIGHTS,NEW JERSEY,2006.0,104.0,55.0,43.0,17.0,50.5,33.8,13.1,35.0,"UNIVERSITY REPRODUCTIVE ASSOCIATES, PC HASBROUCK HEIGHTS"
1916,1916,SHORE INSTITUTE FOR REPRODUCTIVE MEDICINE,LAKEWOOD,NEW JERSEY,2006.0,44.0,20.0,24.0,5.0,34.535714285714285,28.125,11.9,0.0,SHORE INSTITUTE FOR REPRODUCTIVE MEDICINE DBA LAKEWOOD
1917,1917,DELAWARE VALLEY OBGYN AND INFERTILITY GROUP,LAWRENCEVILLE,NEW JERSEY,2006.0,59.0,26.0,25.0,20.0,25.833333333333336,26.15,14.3,2.6315789473684212,DELAWARE VALLEY OBGYN AND INFERTILITY GROUP LAWRENCEVILLE
1918,1918,EAST COAST INFERTILITY AND IVF,LITTLE SILVER,NEW JERSEY,2006.0,61.0,52.0,47.0,20.0,26.05,36.21666666666667,12.8,7.5,EAST COAST INFERTILITY AND IVF LITTLE SILVER
1919,1919,INSTITUTE FOR REPRODUCTIVE MEDICINE AND SCIENCE,LIVINGSTON,NEW JERSEY,2006.0,282.0,205.0,158.0,68.0,33.8,33.95,28.4,53.0,INSTITUTE FOR REPRODUCTIVE MEDICINE AND SCIENCE LIVINGSTON
1920,1920,COOPER INSTITUTE FOR REPRODUCTIVE HORMONAL DISORDERS,MARLTON,NEW JERSEY,2006.0,375.0,244.0,267.0,188.0,26.75,22.45,19.0,24.27857142857143,"COOPER INSTITUTE FOR REPRODUCTIVE HORMONAL DISORDERS, PC MOUNT LAUREL"
1921,1921,DELAWARE VALLEY INSTITUTE OF FERTILITY AND GENETICS,MARLTON,NEW JERSEY,2006.0,86.0,20.0,23.0,7.0,25.705555555555556,30.555555555555557,16.65,0.0,DELAWARE VALLEY INSTITUTE OF FERTILITY AND GENETICS MARLTON
1922,1922,SOUTH JERSEY FERTILITY CENTER,MARLTON,NEW JERSEY,2006.0,227.0,101.0,89.0,20.0,30.65,21.526315789473685,19.45,33.333333333333336,SOUTH JERSEY FERTILITY CENTER MARLTON
1923,1923,DIAMOND INSTITUTE FOR INFERTILITY,MILLBURN,NEW JERSEY,2006.0,148.0,99.0,84.0,27.0,40.6,24.6,18.383333333333333,21.2,DIAMOND INSTITUTE FOR INFERTILITY & MENOPAUSE MILLBURN
1924,1924,REPRODUCTIVE MEDICINE ASSOCIATES OF NEW JERSEY,MORRISTOWN,NEW JERSEY,2006.0,969.0,580.0,440.0,227.0,42.75,34.65,26.75,16.5,REPRODUCTIVE MEDICINE ASSOCIATES OF NEW JERSEY BASKING RIDGE
1925,1925,VALLEY HOSPITAL FERTILITY CENTER,PARAMUS,NEW JERSEY,2006.0,67.0,47.0,32.0,18.0,39.5,42.8,14.05,13.88888888888889,VALLEY HOSPITAL FERTILITY CENTER PARAMUS
1926,1926,IVF NEW JERSEY,SOMERSET,NEW JERSEY,2006.0,320.0,146.0,92.0,42.0,38.8,17.45,27.916666666666668,9.75,IVF NEW JERSEY SOMERSET
1927,1927,REPRODUCTIVE SCIENCE CENTER OF NEW JERSEY,TINTON FALLS,NEW JERSEY,2006.0,77.0,38.0,38.0,15.0,45.47272727272727,14.3,6.75,0.0,REPRODUCTIVE SCIENCE CENTER OF NEW JERSEY EATONTOWN
1928,1928,DR. LOUIS R. MANARA,VOORHEES,NEW JERSEY,2006.0,49.0,26.0,22.0,5.0,9.4,9.6,6.8,0.0,DR. LOUIS R. MANARA VOORHEES
1929,1929,"NORTH JERSEY FERTILITY ASSOCIATES, LLC",WAYNE,NEW JERSEY,2006.0,43.0,28.0,32.0,6.0,24.4,20.35,9.4,16.666666666666668,"NORTH JERSEY FERTILITY ASSOCIATES, LLC WAYNE"
1930,1930,FERTILITY INSTITUTE OF NEW JERSEY AND NEW YORK,WESTWOOD,NEW JERSEY,2006.0,96.0,54.0,52.0,17.0,39.55,26.5,32.96666666666667,3.5714285714285716,FERTILITY INSTITUTE OF NEW JERSEY AND NEW YORK ORADELL
1931,1931,CENTER FOR REPRODUCTIVE MEDICINE OF NEW MEXICO,ALBUQUERQUE,NEW MEXICO,2006.0,62.0,25.0,15.0,13.0,58.622727272727275,48.9,26.136363636363637,9.090909090909092,CENTER FOR REPRODUCTIVE MEDICINE MOBILE
1932,1932,"ALBANY IVF, FERTILITY AND GYNECOLOGY",ALBANY,NEW YORK,2006.0,117.0,63.0,53.0,6.0,29.0,17.25,10.4,20.0,"ALBANY IVF, FERTILITY AND GYNECOLOGY ALBANY"
1933,1933,THE FERTILITY INSTITUTE AT NEW YORK METHODIST HOSPITAL,BROOKLYN,NEW YORK,2006.0,115.0,85.0,74.0,54.0,33.5,32.33823529411765,9.295454545454547,12.05,THE FERTILITY INSTITUTE AT NEW YORK METHODIST HOSPITAL BROOKLYN
1934,1934,GENESIS FERTILITY & REPRODUCTIVE MEDICINE,BROOKLYN,NEW YORK,2006.0,238.0,103.0,84.0,23.0,32.0,15.716666666666669,21.05,2.25,GENESIS FERTILITY & REPRODUCTIVE MEDICINE BROOKLYN
1935,1935,INFERTILITY & IVF MEDICAL ASSOCIATES OF WESTERN NEW YORK,BUFFALO,NEW YORK,2006.0,179.0,108.0,45.0,20.0,30.25,39.15,16.25,5.0,"INFERTILITY & IVF MEDICAL ASSOCIATES OF WESTERN NEW YORK, PLLC DBA BUFFALO"
1936,1936,MONTEFIORE'S INSTITUTE FOR REPRODUCTIVE MEDICINE AND HEALTH,HARTSDALE,NEW YORK,2006.0,75.0,55.0,39.0,11.0,25.7,15.95,6.95,4.545454545454546,MONTEFIORE'S INSTITUTE FOR REPRODUCTIVE MEDICINE AND HEALTH HARTSDALE
1937,1937,NORTH SHORE UNIVERSITY HOSPITAL,MANHASSET,NEW YORK,2006.0,275.0,193.0,106.0,65.0,34.6,21.65,20.799999999999997,22.81111111111111,NORTH SHORE UNIVERSITY HOSPITAL MANHASSET
1938,1938,REPRODUCTIVE SPECIALISTS OF NEW YORK,MINEOLA,NEW YORK,2006.0,357.0,222.0,228.0,159.0,32.5,24.55,23.15,2.6,NYU LANGONE REPRODUCTIVE SPECIALISTS OF NEW YORK MINEOLA
1939,1939,ADVANCED FERTILITY SERVICES,NEW YORK,NEW YORK,2006.0,160.0,82.0,77.0,28.0,14.65,11.25,5.25,3.55,ADVANCED FERTILITY SERVICES NEW YORK
1940,1940,"AMERICAN FERTILITY SERVICES, PC",NEW YORK,NEW YORK,2006.0,146.0,90.0,113.0,64.0,11.35,12.5,3.75,2.4,"AMERICAN FERTILITY SERVICES, PC NEW YORK"
1941,1941,BETH ISRAEL CENTER FOR INFERTILITY & REPRODUCTIVE HEALTH,NEW YORK,NEW YORK,2006.0,47.0,30.0,47.0,22.0,26.45,25.916666666666668,6.4,0.0,BETH ISRAEL CENTER FOR INFERTILITY & REPRODUCTIVE HEALTH NEW YORK
1942,1942,COLUMBIA UNIVERSITY CENTER FOR WOMEN'S REPRODUCTIVE CARE,NEW YORK,NEW YORK,2006.0,410.0,306.0,317.0,201.0,38.5,34.3,21.9,12.183333333333334,REPRODUCTIVE CARE CENTER SANDY
