,Unnamed: 0,Reviews_by_sentence,Clinic,Ratings,clean_answers,Topics
1937,1938, I do not feel confident that the health of donors is given enough consideration at NYU - there are other options in the city,NYU Langone Fertility Center,5,not feel confident health donor given enough consideration nyu option city,Advice
1938,1939," Consider where you go carefully - your health matters, too",NYU Langone Fertility Center,5,consider go carefully health matter,Advice
1939,1940,"(My insurance was billed $10,453 for the consultation and first blood tests, of which I owe $3,138",NYU Langone Fertility Center,5,insurance bill $ 10 453 consultation first blood test owe $ 3 138,Cost
1940,1941, I haven't yet received bills for the other three visits and sets of blood work,NYU Langone Fertility Center,5,not yet receive bill three visit set blood work,Cost
1941,1942, I'll update as those bills come in,NYU Langone Fertility Center,5,' update bill come,Advice
1942,1943,)I contacted our health plan's fertility nurse when my husband & I decided to conceive,NYU Langone Fertility Center,5,contact health plan ' fertility nurse husband & decide conceive,Protocols
1943,1944, She suggested because of irregular cycles I go straight to a fertility center for testing and potential medication,NYU Langone Fertility Center,5,suggest irregular cycle go straight fertility center testing potential medication,Protocols
1944,1945, I found out I was pregnant a couple days before my appointment at NYU,NYU Langone Fertility Center,5,found pregnant couple days appointment nyu,Clinic
1945,1946," It was too late to cancel without financial penalty, so I went anyway",NYU Langone Fertility Center,5,late cancel without financial penalty go anyway,Cost
1946,1947," They care for pregnancies up to 10 weeks, so I figured I'd stick with them in case of miscarriage",NYU Langone Fertility Center,5,care pregnancy 10 week figure ' stick case miscarriage,Protocols
1947,1948,"1/3 - First appointment, chatted with Dr Noyes, had a blood draw to confirm pregnancy",NYU Langone Fertility Center,5,1 3 first appointment chat dr noyes blood draw confirm pregnancy,Protocols
1948,1949, They took blood for genetic carrier screening and many other things they didn't tell me about beforehand,NYU Langone Fertility Center,5,take blood genetic carrier screening many things not tell beforehand,Clinic
1949,1950," I wish they'd told me which tests they were running, since many were repeats of tests I'd had done recently and have records for",NYU Langone Fertility Center,5,wish would tell test running since many repeat test ' do recently record,Protocols
1950,1951, The nurse called me same-day with my hCG level and said to come back in 2 days for a repeat to confirm my levels were doubling,NYU Langone Fertility Center,5,nurse call day hcg level say come back 2 days repeat confirm level doubling,Protocols
1951,1952," 1/5 - Went back, had the blood draw, got a call same-day to say that my hCG had doubled and my pregnancy was progressing well",NYU Langone Fertility Center,5,1 5 go back blood draw get call day say hcg double pregnancy progress well,Protocols
1952,1953, They told me to come back the following week for another blood draw,NYU Langone Fertility Center,5,tell come back following week another blood draw,Protocols
1953,1954," I was confused because I'd initially been told I'd just need the first and 48-hour tests, but the nurse said it was necessary to confirm things were moving successfully",NYU Langone Fertility Center,5,confuse ' initially tell ' need first 48 hour test nurse say necessary confirm things move successfully,Nurse
1954,1955," 1/10 - Went back for another draw, got a call same-day from a nurse",NYU Langone Fertility Center,5,1 10 go back another draw get call day nurse,Nurse
1955,1956," She said I had to return in a week for an ultrasound, although it would be too early to see a heartbeat, and I'd need another ultrasound the next week to look for a heartbeat",NYU Langone Fertility Center,5,say return week ultrasound although would early see heartbeat ' need another ultrasound next week look heartbeat,Clinic
1956,1957," (There are studies about behavioral problems in chicks and rats exposed to ultrasound in utero, so I'm trying to limit ultrasounds",NYU Langone Fertility Center,5,study behavioral problem chick rat expose ultrasound utero ' try limit ultrasound,Protocols
1957,1958,") I said I'd prefer to wait until I was far enough to find a heartbeat, so I could just have one ultrasound instead of two",NYU Langone Fertility Center,5,say ' prefer wait far enough find heartbeat could one ultrasound instead two,Protocols
1958,1959, She balked and said it was essential I do the early ultrasound because my blood test numbers had been low and there was concern about my pregnancy being viable,NYU Langone Fertility Center,5,balk say essential early ultrasound blood test numbers low concern pregnancy viable,Protocols
1959,1960, She said my progesterone from the 1/3 and 1/5 tests was too low,NYU Langone Fertility Center,5,say progesterone 1 3 1 5 test low,Protocols
1960,1961, This was the first I'd heard of this,NYU Langone Fertility Center,5,first ' hear,Clinic
1961,1962," I asked her for my progesterone results from today's blood tests, and she said it wasn't taken",NYU Langone Fertility Center,5,ask progesterone result today ' blood test say not take,Protocols
1962,1963," She said they didn't check because Dr Noyes ""doesn't believe in supplementing with progesterone"" to prevent miscarriage",NYU Langone Fertility Center,5,say not check dr noyes ' believe supplement progesterone prevent miscarriage,Protocols
1963,1964," (Ok, so why am I here going through all these blood tests if we're not going to actually do anything? Progesterone supplementation is controversial, but it would have been nice to at least have been given the chance to discuss with my doctor",NYU Langone Fertility Center,5,ok going blood test not going actually anything progesterone supplementation controversial would nice least given chance discus doctor,Protocols
1964,1965,)1/20 - Had a blood draw and transvaginal ultrasound,NYU Langone Fertility Center,5,1 20 blood draw transvaginal ultrasound,Protocols
1965,1966, The nurse didn't wash her hands or use gloves to prep the ultrasound probe (and she touched door knobs and a trash can),NYU Langone Fertility Center,5,nurse not wash hands use glove prep ultrasound probe touch door knob trash,Clinic
1966,1967," I asked her to re-do it in a sanitary way, as I've developed infections from ultrasounds previously",NYU Langone Fertility Center,5,ask sanitary way ' develop infection ultrasound previously,Protocols
1967,1968," The doctor who performed the ultrasound was kind, said everything was normal, and we got to take pictures and a video of our baby's heartbeat",NYU Langone Fertility Center,5,doctor perform ultrasound kind say everything normal get take picture video baby ' heartbeat,Doctor
1968,1969," She said we still needed a repeat ultrasound in a week, but didn't clarify why",NYU Langone Fertility Center,5,say still need repeat ultrasound week not clarify,Protocols
1969,1970,1/22 - Called to get my test results from 1/20,NYU Langone Fertility Center,5,1 22 call get test result 1 20,Protocols
1970,1971, The nurse said my blood from 1/20 wasn't run since the doctor saw what she needed on the ultrasound,NYU Langone Fertility Center,5,nurse say blood 1 20 not run since doctor saw need ultrasound,Clinic
1971,1972," I wish they'd waited until after the ultrasound, so I could have avoided an unnecessary blood draw and bruised arm",NYU Langone Fertility Center,5,wish would wait ultrasound could avoid unnecessary blood draw bruise arm,Clinic
1972,1973, The nurse gave me the results from an earlier blood test that I hadn't received before,NYU Langone Fertility Center,5,nurse give result earlier blood test not receive,Protocols
1973,1974," She said I was not immune to chicken pox, measles, or rubella",NYU Langone Fertility Center,5,say not immune chicken pox measles rubella,Protocols
1974,1975, (Idk how this is possible because I caught chickenpox and had two MMR vaccines,NYU Langone Fertility Center,5,idk possible catch chickenpox two mmr vaccine,Protocols
1975,1976, My titers were checked a few years ago when I volunteered in a hospital and came back showing immunity,NYU Langone Fertility Center,5,titer check years ago volunteer hospital come back showing immunity,Protocols
1976,1977,") But anyway, the nurse said I needed to get the MMR and varicella vaccines ASAP and wait 30 days to get pregnant",NYU Langone Fertility Center,5,anyway nurse say need get mmr varicella vaccine asap wait 30 days get pregnant,Protocols
1977,1978," (Those are LIVE vaccines which are NOT given during pregnancy!)Nurse: ""You need to go to a clinic to get the MMR and chickenpox vaccines",NYU Langone Fertility Center,5,live vaccine not given pregnancy !) nurse : need go clinic get mmr chickenpox vaccine,Advice
1978,1979, Just wait 30 days to get pregnant,NYU Langone Fertility Center,5,wait 30 days get pregnant,Advice
1979,1980,"""Me: ""Ok, so I guess I should have this baby and get the vaccines right after and then I won't be getting pregnant within 30 days?""Nurse: ""Well you need to get the vaccine before you get pregnant, so you don't want to wait",NYU Langone Fertility Center,5,": ok guess baby get vaccine right not getting pregnant within 30 days ?"" nurse : well need get vaccine get pregnant not want wait",Advice
1980,1981,"""Me: ""Ok well it's too late for that now, and I can't get the vaccines because I'm pregnant",NYU Langone Fertility Center,5,: ok well late cannot get vaccine ' pregnant,Protocols
1981,1982,"""Nurse: ""If you're not going to follow our advice to get the vaccine, you'll need to sign a waiver saying you understand the risks",NYU Langone Fertility Center,5,nurse : not going follow advice get vaccine shall need sign waiver saying understand risk,Advice
1982,1983,"""Me: ""But I'm 6 weeks pregnant so what am I supposed to do?""Nurse: ""It's up to you",NYU Langone Fertility Center,5,": ' 6 week pregnant suppose ?"" nurse : '",Clinic
1983,1984,"""I later emailed Dr Noyes (she didn't respond) and called the office to clarify",NYU Langone Fertility Center,5,later email dr noyes not respond call office clarify,Doctor
1984,1985, The same nurse (I think) said that nurses don't look at patients' records when they call with test results,NYU Langone Fertility Center,5,nurse think say nurse not look patient ' record call test result,Clinic
1985,1986," I won't be going back, as the potential for great medical error with this system is alarming",NYU Langone Fertility Center,5,not going back potential great medical error system alarm,Clinic
1986,1987, There's also no online portal to check your own labs,NYU Langone Fertility Center,5,also no online portal check lab,Clinic
1987,1988,We went through several painful failed IVF rounds here,NYU Langone Fertility Center,5,go several painful fail ivf round,Protocols
1988,1989," This place is a mill, they treat you like cattle",NYU Langone Fertility Center,5,place mill treat like cattle,Clinic
1989,1990, But this is not even my main complaint,NYU Langone Fertility Center,5,not even main complaint,Clinic
1990,1991," Nearly TWO years after our last failed cycle, they STARTED sending us huge bills totalling many thousands of dollars",NYU Langone Fertility Center,5,nearly two years last fail cycle start sending us huge bill total many thousand dollar,Cost
1991,1992," These bills make NO sense, because NYU will not even give you treatment at the Fertility Center unless you pay EVERY CENT up front",NYU Langone Fertility Center,5,bill make no sense nyu not even give treatment fertility center unless pay every cent front,Cost
1992,1993," The invoices are jibberish, but they keep sending them to us",NYU Langone Fertility Center,5,invoice jibberish keep sending us,Clinic
1993,1994, Every time we receive a bill it is like PTSD about our past failed cycles,NYU Langone Fertility Center,5,every time receive bill like ptsd past fail cycle,Doctor
1994,1995," And when we contact the billing center to discuss (more than 10 times at this point), they claim there is some secret ""Accounts Receivable"" person who makes all the decisions who we are not allowed to talk to directly",NYU Langone Fertility Center,5,"contact billing center discus 10 times point ), claim secret account receivable person make decision not allow talk directly",Clinic
1995,1996, Why not?! So bizarre,NYU Langone Fertility Center,5,not ?! bizarre,Advice
1996,1997, NYU Fertility Center is inhumane and really unpleasant to deal with,NYU Langone Fertility Center,5,nyu fertility center inhumane really unpleasant deal,Clinic
1997,1998, Avoid at all costs,NYU Langone Fertility Center,5,avoid costs,Cost
1998,1999,Dr Licciardi is absolutely amazing,NYU Langone Fertility Center,5,dr licciardi absolutely amaze,Advice
1999,2000, His warmth and understanding put us at ease right away,NYU Langone Fertility Center,5,warmth understanding put us ease right away,Advice
2000,2001," Dr Licciardi listened to us carefully, provided his recommendations clearly and confidently, and ultimately helped us conceive our first baby in three months of treatment! I would recommend Dr Licciardi to anyone looking for a warm, knowledgable, caring support on the journey to conception",NYU Langone Fertility Center,5,dr licciardi listen us carefully provide recommendation clearly confidently ultimately help us conceive first baby three month treatment would recommend dr licciardi anyone looking warm knowledgable caring support journey conception,Doctor
2001,2002,"My experience with Yelp reviews is that they are mostly either excellent or disastrous, and so I am writing to give a more nuanced picture",NYU Langone Fertility Center,5,experience yelp review mostly either excellent disastrous writing give nuanced picture,Advice
2002,2003, I froze my eggs with NYU in 2012 and it was totally fine,NYU Langone Fertility Center,5,freeze eggs nyu 2012 totally fine,Cost
2003,2004," It was well organized and although there are a lot of people handling you and your visits, I felt they were competent and everything was done professionally",NYU Langone Fertility Center,5,well organize although lot people handling visit felt competent everything do professionally,Clinic
2004,2005, I only met with Dr Noyes once during the process,NYU Langone Fertility Center,5,meet dr noyes process,Doctor
2005,2006," There was a training session to explain the egg freezing process and ask questions, as all the language around different hormones and cycles can be overwhelming",NYU Langone Fertility Center,5,training session explain egg freezing process ask question language around different hormone cycle overwhelm,Advice
2006,2007, The most difficult part of the process is the first time you come home with all the prescriptions and needles and you have to inject yourself for the first time,NYU Langone Fertility Center,5,difficult part process first time come home prescription needle inject first time,Clinic
2007,2008," I had a friend help me with this process, but the Center should be able to provide more training and support at this point",NYU Langone Fertility Center,5,friend help process center able provide training support point,Clinic
2008,2009, My egg freezing procedure was successful and was seamless,NYU Langone Fertility Center,5,egg freezing procedure successful seamless,Protocols
2009,2010, I recommended a friend to the Center who had a similar experience,NYU Langone Fertility Center,5,recommend friend center similar experience,Clinic
2010,2011," I now pay an annual $ 1000 fee to keep my eggs frozen, and I have been told by friends that can transfer them to other services at a cost of $ 1500 for 5 years",NYU Langone Fertility Center,5,pay annual $ 1000 fee keep eggs freeze tell friend transfer services cost $ 1500 5 years,Cost
2011,2012,"I think the doctors are top-notch here and they are worth coming here for, but the support staff needs reorganization",NYU Langone Fertility Center,5,think doctor top notch worth coming support staff need reorganization,Clinic
2012,2013,"The nurses are good at responding to voicemails, but their response is always to tell you to speak with billing",NYU Langone Fertility Center,5,nurse good respond voicemail response always tell speak billing,Clinic
2013,2014,"  Their default start of conversation is always to ask ""did you speak with billing?""  I've learned that if you press them, sometimes they will actually  look in your chart and see that there really is no need to speak with billing",NYU Langone Fertility Center,5,"default start conversation always ask speak billing ?"" ' learn press sometimes actually look chart see really no need speak billing",Clinic
2014,2015,And I've found that billing only returns calls about 1 out of 4 times,NYU Langone Fertility Center,5,' found billing return call 1 4 times,Clinic
2015,2016,"  Several months ago, I was told that I had to speak with a particular person at billing before I had a procedure",NYU Langone Fertility Center,5,several month ago tell speak particular person billing procedure,Clinic
2016,2017,  I left message after message,NYU Langone Fertility Center,5,left message message,Nurse
2017,2018,"  When I spoke to others at the office, they kept telling me to call her",NYU Langone Fertility Center,5,spoke others office keep telling call,Doctor
2018,2019,  She finally called me back over a week later and told me she had been on vacation - apparently no one was covering for her and no one knew she was on vacation,NYU Langone Fertility Center,5,finally call back week later tell vacation apparently no one covering no one know vacation,Nurse
2019,2020,"  In the meantime, after speaking with someone below her at the office, I called insurance myself and relayed all the info - Insurance told me to go ahead with the procedure",NYU Langone Fertility Center,5,meantime speaking someone office call insurance relay info insurance tell go ahead procedure,Advice
2020,2021,"  When the woman from NYU returned from vacation and returned my call, she became upset with me because I had spoken to someone else in her department in billing!  It was really quite odd",NYU Langone Fertility Center,5,woman nyu return vacation return call become upset speak someone else department billing really quite odd,Nurse
2021,2022," But, If I had waited, I would have missed that month's window",NYU Langone Fertility Center,5,wait would miss month ' window,Clinic
2022,2023,"  As a patient, I've continued to experience this type of disorganization with each cycle",NYU Langone Fertility Center,5,patient ' continue experience type disorganization cycle,Protocols
2023,2024,"  I've at various times waited two hours to be seen during morning monitoring - and double checked to see if my name had been called - have been told no, it hadn't, and then upon seeing the nurse, have been told that i was called earlier",NYU Langone Fertility Center,5,' various times wait two hours see morning monitoring double check see name call tell no ' upon seeing nurse tell call earlier,Clinic
2024,2025," Unfortunately, it seems that the staff does not communicate very well",NYU Langone Fertility Center,5,unfortunately seem staff not communicate well,Clinic
2025,2026, Others I've spoken with have also experienced it,NYU Langone Fertility Center,5,others ' speak also experience,Clinic
2026,2027,   It's very stressful,NYU Langone Fertility Center,5,stressful,Clinic
2027,2028,Also - I would skip the Recombine Genetic testing that they recommend here,NYU Langone Fertility Center,5,also would skip recombine genetic testing recommend,Clinic
2028,2029,  I was previously tested at another place and that should have been enough,NYU Langone Fertility Center,5,previously test another place enough,Clinic
2029,2030,"  I was told that Recombine would accept my insurance - and my insurance did pay them over $1500 for the carrier map testing, but yet I still received a bill from Recombine for over 4 hundreds dollars",NYU Langone Fertility Center,5,tell recombine would accept insurance insurance pay $ 1500 carrier map testing yet still receive bill recombine 4 hundred dollar,Cost
2030,2031,  (Even though they only charge people without insurance $345),NYU Langone Fertility Center,5,even though charge people without insurance $ 345,Cost
2031,2032," When i called Recombine, they told me they could reduce the payment, but refused to issue a new bill for me stating this",NYU Langone Fertility Center,5,call recombine tell could reduce payment refuse issue new bill state,Clinic
2032,2033,  I felt like i was being jerked around,NYU Langone Fertility Center,5,felt like jerk around,Doctor
2033,2034,"Despite this, I think my doctor is great",NYU Langone Fertility Center,5,despite think doctor great,Advice
2034,2035,  Just wish the rest of the experience was more pleasant and straight forward,NYU Langone Fertility Center,5,wish rest experience pleasant straight forward,Advice
2035,2036,I agree with the others regarding doctors/nurses not giving much attention to you or your future,NYU Langone Fertility Center,5,agree others regard doctor nurse not giving much attention future,Advice
2036,2037, 1) You feel like you are in a vacuum,NYU Langone Fertility Center,5,1 feel like vacuum,Clinic
2037,2038," Dr Berkeley will talk to you on the first day (and that's it), and after that, you will most likely only communicate with either nurses, coordinators, billing department, more nurses, and a 'day of' doctor",NYU Langone Fertility Center,5,"dr berkeley talk first day ), likely communicate either nurse coordinator billing department nurse ' day ' doctor",Clinic
2038,2039," But since they don't talk to each other, you are always told different story",NYU Langone Fertility Center,5,since not talk always tell different story,Clinic
2039,2040," payment plan, timing, your chart and what's missing, etc",NYU Langone Fertility Center,5,payment plan timing chart miss etc,Advice
2040,2041," 2) My husband called 2 weeks prior (and I also wrote them an email) to confirm his appointment for providing his semen, and sure enough, they didn't have his name for that day",NYU Langone Fertility Center,5,2 husband call 2 week prior also write email confirm appointment provide semen sure enough not name day,Protocols
2041,2042," They in the end explained how the lab was not ready that day, and they didn't know till that morning",NYU Langone Fertility Center,5,end explain lab not ready day not know till morning,Clinic
2042,2043," All of that, it took them 45 minutes to figure out, and after he was told numerous times that he did not have an appointment",NYU Langone Fertility Center,5,take 45 minutes figure tell numerous times not appointment,Doctor
2043,2044, 3) I was told that I could adjust the timing of my transfer with pills,NYU Langone Fertility Center,5,3 tell could adjust timing transfer pill,Protocols
2044,2045," When I reached out to one of the coordinators to book the transfer date and/or to get the prescription for the pill, she said there is nothing she can do until we have the PGS result",NYU Langone Fertility Center,5,reach one coordinator book transfer date get prescription pill say nothing pgs result,Protocols
2045,2046," But, when I got the PGS result, I then was told (by a different nurse) that it was too late to take the pill now as I should have taken in on day 2 of the previous month",NYU Langone Fertility Center,5,get pgs result tell different nurse late take pill take day 2 previous month,Protocols
2046,2047, 4) They told me that I need to book an appointment with Dr Berkley to complain about all of the above,NYU Langone Fertility Center,5,4 tell need book appointment dr berkley complain,Doctor
2047,2048," But, they don't realize that the phone tag play is pretty awful",NYU Langone Fertility Center,5,not realize phone tag play pretty awful,Clinic
2048,2049," I guarantee that they will not pick up your call (no matter which number you call), and you leave a vm, and if you ever miss their callback, good luck because when you call back, that will go to vm again",NYU Langone Fertility Center,5,"guarantee not pick call no matter number call ), leave vm ever miss callback good luck call back go vm",Clinic
2049,2050,Below is the brief summary of our experience with NYU,NYU Langone Fertility Center,1,brief summary experience nyu,Advice
2050,2051,  * I only spoke with Dr Berkley once on the initial visit,NYU Langone Fertility Center,1,spoke dr berkley initial visit,Advice
2051,2052,  I felt that Dr Berkley was not involved in the decision making/ guidance after the initial visit,NYU Langone Fertility Center,1,felt dr berkley not involve decision making guidance initial visit,Doctor
2052,2053,  * Terrible internal communication between the NYU staff (physicians and nurses) as I was repeatedly told erroneous or conflicting information/guidance,NYU Langone Fertility Center,1,terrible internal communication nyu staff physician nurse repeatedly tell erroneous conflict information guidance,Clinic
2053,2054,  * I and the NYU staff was not able to communicate with Dr Berkley in regards to issue that were time sensitive,NYU Langone Fertility Center,1,nyu staff not able communicate dr berkley regard issue time sensitive,Doctor
2054,2055,"* Overall while I am sure that Dr Berkley is an expert in the infertility treatment, I personally did not feel that his care was different/exceptional from other physicians and that NYU internal workflow/communication was the worst I have ever seen",NYU Langone Fertility Center,1,overall sure dr berkley expert infertility treatment personally not feel care different exceptional physician nyu internal workflow communication worst ever see,Doctor
2055,2056,"Great Doctors, but HORRIBLE customer service",NYU Langone Fertility Center,5,great doctor horrible customer service,Clinic
2056,2057,  This place is just EXTREMELY difficult to deal with,NYU Langone Fertility Center,5,place extremely difficult deal,Cost
2057,2058,"  The Doctors are amazing, but the customer service and billing/administration is so bad I would just go someplace else if I had to do it all over again",NYU Langone Fertility Center,5,doctor amaze customer service billing administration bad would go someplace else,Clinic
2058,2059,"  When you call you NEVER get the actual folks at NYU Fertility, it just goes to an answering service over and over again",NYU Langone Fertility Center,5,call never get actual folks nyu fertility go answer service,Clinic
2059,2060,"  The service says someone will call you back within 3 hours and that never, ever happens",NYU Langone Fertility Center,5,service say someone call back within 3 hours never ever happen,Clinic
2060,2061,  You have to constantly follow-up,NYU Langone Fertility Center,5,constantly follow,Clinic
2061,2062,"  My husband and I got some tests done here and it was extremely expensive, even though the facility and lab were both in-network",NYU Langone Fertility Center,5,husband get test do extremely expensive even though facility lab network,Clinic
2062,2063,  We understand these things can be pricey but we didn't get a head's up or anything - just a massive bill,NYU Langone Fertility Center,5,understand things pricey not get head ' anything massive bill,Cost
2063,2064,  This was over six months ago and we are still trying to resolve it,NYU Langone Fertility Center,5,six month ago still try resolve,Protocols
2064,2065,  Such a shame they can't treat their patients better,NYU Langone Fertility Center,5,shame cannot treat patient better,Clinic
2065,2066,  I'd look for other options,NYU Langone Fertility Center,5,' look option,Advice
2066,2067,NYU Fertility Center changed my life,NYU Langone Fertility Center,5,nyu fertility center change life,Clinic
2067,2068," IVF is a very difficult process physically and emotionally, but the team at NYU is caring, knowledgeable and very well coordinated",NYU Langone Fertility Center,5,ivf difficult process physically emotionally team nyu caring knowledgeable well coordinate,Clinic
2068,2069, I did 6 cycles there and each one was fine-tuned to my response with each cycle,NYU Langone Fertility Center,5,6 cycle one fine tune response cycle,Protocols
2069,2070," The give clear, individualized instructions and are available to answer questions",NYU Langone Fertility Center,5,give clear individualize instructions available answer question,Clinic
2070,2071," Dr Grifo was my doctor, and yes, while I didn't see him every cycle, he was always available by phone and my husband and I often set up calls with him to check in and he did design and adjust my meds with each cycle and day-to-day, especially towards the time of retrieval",NYU Langone Fertility Center,5,dr grifo doctor yes not see every cycle always available phone husband often set call check design adjust med cycle day day especially towards time retrieval,Doctor
2071,2072, The nurses are caring and compassionate and the embryology team is very good,NYU Langone Fertility Center,5,nurse caring compassionate embryology team good,Clinic
2072,2073, They are clear in their results and straightforward,NYU Langone Fertility Center,5,clear result straightforward,Clinic
2073,2074, On my last day there I receive a warm goodbye and I felt cared for,NYU Langone Fertility Center,5,last day receive warm goodbye felt care,Clinic
2074,2075," And pregnant, which I am deeply grateful to the team there for",NYU Langone Fertility Center,5,pregnant deeply grateful team,Clinic
2075,2076,"We've been around the block to different centers, and the people here are the absolute top",NYU Langone Fertility Center,5,around block different center people absolute top,Clinic
2076,2077," Kind, helpful, compassionate, human",NYU Langone Fertility Center,5,kind helpful compassionate human,Clinic
2077,2078, Twelve thumbs up for Dr Licciardi and his staff,NYU Langone Fertility Center,5,twelve thumb dr licciardi staff,Doctor
2078,2079, We couldn't be happier with the care we received there,NYU Langone Fertility Center,5,could not happy care receive,Advice
2079,2080," Thank you, NYU",NYU Langone Fertility Center,5,thank nyu,Advice
2080,2081,"I've recently did my first ever IVF cycle at NYU and my experience was really great! Nurses and staff were really efficient, straight to the point and nice",NYU Langone Fertility Center,5,' recently first ever ivf cycle nyu experience really great nurse staff really efficient straight point nice,Nurse
2081,2082, Yes they don't hold your hand but they really deliver,NYU Langone Fertility Center,5,yes not hold hand really deliver,Advice
2082,2083, I was dreading ER but my experience in OR was great! No pain after and nurses were very comforting when I woke up,NYU Langone Fertility Center,5,dread er experience great no pain nurse comfort wake,Clinic
2083,2084, Overall the whole process was very smooth and much easier than I originally expected,NYU Langone Fertility Center,5,overall whole process smooth much easy originally expect,Clinic
2084,2085," NYU has a great team of doctors, nurses, embryologists - I was really impressed",NYU Langone Fertility Center,5,nyu great team doctor nurse embryologist really impress,Clinic
2085,2086,I did one egg freeze cycle here and my review is based on that,NYU Langone Fertility Center,5,one egg freeze cycle review base,Protocols
2086,2087,"  (This is a long review, but I wanted to describe the whole experience",NYU Langone Fertility Center,5,long review want describe whole experience,Clinic
2087,2088,")  Overall, I thought NYU was efficient and professional, and I'm very pleased with my experience",NYU Langone Fertility Center,5,overall thought nyu efficient professional ' please experience,Doctor
2088,2089,"  I'll briefly describe the steps of their egg freezing cycle:  first, you go in for bloodwork on day 2/3",NYU Langone Fertility Center,5,' briefly describe steps egg freezing cycle : first go bloodwork day 2 3,Advice
2089,2090,  Then you do an initial consultation with the doctor you chose,NYU Langone Fertility Center,5,initial consultation doctor choose,Advice
2090,2091,"  In this consultation, he/she first reviews your medical history and talks you through it, and also provides a detailed overview of the process, and statistical chances of success",NYU Langone Fertility Center,5,consultation first review medical history talks also provide detail overview process statistical chance success,Advice
2091,2092,"  Then, he/she does an examination to make sure everything looks in order down there",NYU Langone Fertility Center,5,examination make sure everything look order,Clinic
2092,2093,"  After that, you sign up for one of their egg freeze ""orientations,"" which is a 2-3 hour presentation by a nurse about the details of the process (this was probably the weakest link in the experience, more on that below",NYU Langone Fertility Center,5,"sign one egg freeze orientation ,"" 2 3 hour presentation nurse details process probably weak link experience",Clinic
2093,2094,")  After that, you're ready to start whenever you're ready",NYU Langone Fertility Center,5,ready start whenever ready,Advice
2094,2095,"  (I ended up waiting a year, but didn't have to redo the consult",NYU Langone Fertility Center,5,end waiting year not redo consult,Protocols
2095,2096,")  You pick a pharmacy (I highly recommend Apthorp -- they deliver!), and NYU will call in your prescriptions",NYU Langone Fertility Center,5,"pick pharmacy highly recommend apthorp -- deliver !), nyu call prescription",Clinic
2096,2097,  (They also will check your insurance for you to see if any of the medications are covered,NYU Langone Fertility Center,5,also check insurance see medication cover,Advice
2097,2098,)  I opted to order in small doses as needed since I didn't know what my protocol was going to be or how long I would be on stims,NYU Langone Fertility Center,5,opt order small dose need since not know protocol going long would stims,Protocols
2098,2099,"  This was no issue as Apthorp will deliver same day, even when you call late afternoon",NYU Langone Fertility Center,5,no issue apthorp deliver day even call late afternoon,Clinic
2099,2100,"  You go in for bloodwork on your day 2, and then that afternoon, if you're bloodwork is solid, you're cleared to start meds and they'll tell you exactly what to take and when, and when to come back into the office",NYU Langone Fertility Center,5,go bloodwork day 2 afternoon bloodwork solid clear start med shall tell exactly take come back office,Clinic
2100,2101,"  (It's usually in 1-2 days, always in the mornings between 7-9 am)",NYU Langone Fertility Center,5,' usually 1 2 days always morning 7 9,Clinic
2101,2102,"  Every morning you go in, they do bloodwork, and most often they will do an ultrasound also to check how you are responding to the stims",NYU Langone Fertility Center,5,every morning go bloodwork often ultrasound also check respond stims,Clinic
2102,2103,"  Then, that afternoon, a nurse will call you, give you your estrogen levels, and give you instructions on what to take for then next few days and when to come back",NYU Langone Fertility Center,5,afternoon nurse call give estrogen level give instructions take next days come back,Advice
2103,2104,"  Once the doctor doing your ultrasound deems you ""ready,"" they'll schedule your retrieval procedure, usually two days later, and instruct you to take a trigger shot",NYU Langone Fertility Center,5,"doctor ultrasound deem ready ,"" shall schedule retrieval procedure usually two days later instruct take trigger shot",Advice
2104,2105,"  The nurse will call and tell you precisely when to take the trigger shot, as your procedure in the OR will be timed exactly to this time",NYU Langone Fertility Center,5,nurse call tell precisely take trigger shot procedure time exactly time,Clinic
2105,2106,"  The day of the retrieval, plan to spend 3 hours at the place -- an hour to change/talk to the anesthesiologist/wait around, 10-15 minutes for the procedure, and about 45 mins to an hour of recovery, where they give you water and crackers, and maybe pain meds if you need them for cramps",NYU Langone Fertility Center,5,day retrieval plan spend 3 hours place -- hour change talk anesthesiologist wait around 10 15 minutes procedure 45 min hour recovery give water cracker maybe pain med need cramp,Clinic
2106,2107,"  Before you leave, you get your egg count",NYU Langone Fertility Center,5,leave get egg count,Advice
2107,2108,  This is the amount extracted,NYU Langone Fertility Center,5,amount extract,Cost
2108,2109,"  The next day, a nurse calls you and tells you how many of those were able to be freezed, and of those, how many are mature",NYU Langone Fertility Center,5,next day nurse call tell many able freeze many mature,Clinic
2109,2110,"  Overall, I was very pleased with the experience",NYU Langone Fertility Center,5,overall please experience,Clinic
2110,2111,"  My doctor was Dr Liccardi, who was very nice and knowledgable, and called me the day I started stims to make sure I was ok",NYU Langone Fertility Center,5,doctor dr liccardi nice knowledgable call day start stims make sure ok,Doctor
2111,2112,"  It's true that you don't see the doctor much, if at all, after your initial consult, but I really did not mind as every doctor I saw (they rotate in the mornings to do the ultrasounds) was very competent and nice and I never felt that I was not in good hands",NYU Langone Fertility Center,5,true not see doctor much initial consult really not mind every doctor saw rotate morning ultrasound competent nice never felt not good hands,Clinic
