,PrevClinName1,ClinCityCode,ClinStateCode,Year,ICSI_Rate,PGD_Rate,ND_TransLB1,ND_TransLB2,ND_TransLB3,ND_TransLB4,TotNumCyclesAll,TransFrozEmbAll,ClinicNames
1028,CENTER FOR REPRODUCTIVE MEDICINE & FERTILITY,CHICAGO,ILLINOIS,2010.0,46.0,1.0,30.200000000000003,18.675,3.7,7.6923076923076925,268.0,23.507462686567163,CENTER FOR REPRODUCTIVE CARE CHICAGO
1029,INSTITUTE FOR HUMAN REPRODUCTION (IHR),CHICAGO,ILLINOIS,2010.0,73.0,20.0,35.05,23.605555555555554,26.247058823529414,5.0,220.0,26.818181818181817,INSTITUTE FOR HUMAN REPRODUCTION (IHR) CHICAGO
1030,NORTHWESTERN UNIVERSITY,CHICAGO,ILLINOIS,2010.0,83.0,0.0,25.95,23.15,20.65,6.65,584.0,16.095890410958905,NORTHWESTERN UNIVERSITY CHICAGO
1031,RIVER NORTH IVF-FERTILITY CENTERS OF ILLINOIS,CHICAGO,ILLINOIS,2010.0,81.0,2.0,37.25,26.8,20.5,18.25,1767.0,24.617996604414262,FERTILITY CENTERS OF ILLINOIS-RIVER NORTH IVF CHICAGO
1036,THE RINEHART CENTER FOR REPRODUCTIVE MEDICINE,EVANSTON,ILLINOIS,2010.0,81.0,1.0,32.900000000000006,21.5,11.005555555555556,12.483333333333334,336.0,20.833333333333332,THE RINEHART CENTER FOR REPRODUCTIVE MEDICINE EVANSTON
1038,ADVANCED FERTILITY CENTER OF CHICAGO,GURNEE,ILLINOIS,2010.0,67.0,0.0,54.85,39.1,33.011111111111106,19.166666666666668,410.0,14.146341463414634,ADVANCED FERTILITY CENTER OF CHICAGO GURNEE
1040,HIGHLAND PARK IVF CENTER,HIGHLAND PARK,ILLINOIS,2010.0,84.0,11.0,41.0,33.6,26.75,29.2,1697.0,21.921037124337065,FERTILITY CENTERS OF ILLINOIS-HIGHLAND PARK IVF CENTER HIGHLAND PARK
1043,"KARANDE AND ASSOCIATES, SC DBA",HOFFMAN ESTATES,ILLINOIS,2010.0,63.0,3.0,36.15,28.1,11.8,2.35,432.0,15.046296296296296,"KARANDE AND ASSOCIATES, SC DBA HOFFMAN ESTATES"
1045,THE ADVANCED IVF INSTITUTE,NAPERVILLE,ILLINOIS,2010.0,78.0,2.0,45.0,35.8,27.25,6.75,420.0,22.857142857142858,THE ADVANCED IVF INSTITUTE NAPERVILLE
1046,IVF1,NAPERVILLE,ILLINOIS,2010.0,80.0,9.0,29.4,27.15,22.5,22.77857142857143,427.0,29.7423887587822,IVF1 NAPERVILLE
1047,OAK BROOK FERTILITY CENTER,OAK BROOK,ILLINOIS,2010.0,84.0,8.0,44.85,34.55263157894737,37.42727272727272,24.35897435897436,215.0,33.02325581395349,OAK BROOK FERTILITY CENTER OAK BROOK
1048,REPRODUCTIVE HEALTH AND FERTILITY CENTER,ROCKFORD,ILLINOIS,2010.0,89.0,0.0,22.950000000000003,12.17948717948718,9.090909090909092,0.0,189.0,40.74074074074074,REPRODUCTIVE HEALTH AND FERTILITY CENTER ROCKFORD
1049,"NORTH SHORE FERTILITY, SC",SKOKIE,ILLINOIS,2010.0,66.0,1.0,17.333333333333336,22.5,26.5,2.8,296.0,10.135135135135135,NORTH SHORE FERTILITY SKOKIE
1054,JARRETT FERTILITY GROUP,CARMEL,INDIANA,2010.0,68.0,3.0,38.85,31.275,42.75,,397.0,14.105793450881611,JARRETT FERTILITY GROUP CARMEL
1055,MIDWEST FERTILITY SPECIALISTS,CARMEL,INDIANA,2010.0,81.0,1.0,33.35,24.85,2.45,8.333333333333334,466.0,22.746781115879827,MIDWEST FERTILITY SPECIALISTS CARMEL
1056,"ADVANCED REPRODUCTION INSTITUTE, LLC",EVANSVILLE,INDIANA,2010.0,52.0,0.0,32.2,23.685714285714287,12.5,,186.0,20.43010752688172,"ADVANCED REPRODUCTION INSTITUTE, LLC EVANSVILLE"
1063,"MID-IOWA FERTILITY, PC",CLIVE,IOWA,2010.0,83.0,4.0,41.2,32.875,31.65,8.333333333333334,403.0,22.084367245657567,"MID-IOWA FERTILITY, PC CLIVE"
1064,UNIVERSITY OF IOWA HOSPITALS AND CLINICS,IOWA CITY,IOWA,2010.0,47.0,1.0,49.75,35.75,38.2,13.157894736842104,452.0,29.20353982300885,UNIVERSITY OF IOWA HOSPITALS AND CLINICS IOWA CITY
1067,REPRODUCTIVE RESOURCE CENTER OF GREATER KANSAS CITY,OVERLAND PARK,KANSAS,2010.0,83.0,8.0,44.0,30.15,30.9,,340.0,19.705882352941178,REPRODUCTIVE RESOURCE CENTER OF GREATER KANSAS CITY OVERLAND PARK
1069,THE CENTER FOR REPRODUCTIVE MEDICINE,WICHITA,KANSAS,2010.0,65.0,0.0,48.5,46.0,45.85,8.333333333333334,151.0,24.503311258278146,THE CENTER FOR REPRODUCTIVE MEDICINE WICHITA
1070,BLUEGRASS FERTILITY CENTER,LEXINGTON,KENTUCKY,2010.0,78.0,1.0,28.45,21.05263157894737,20.0,5.555555555555555,162.0,17.901234567901234,BLUEGRASS FERTILITY CENTER LEXINGTON
1073,UNIVERSITY WOMEN'S HEALTHCARE FERTILITY CENTER,LOUISVILLE,KENTUCKY,2010.0,50.0,3.0,46.150000000000006,28.705882352941174,45.58823529411765,7.142857142857143,193.0,28.497409326424872,UNIVERSITY WOMEN'S HEALTHCARE FERTILITY CENTER LOUISVILLE
1076,THE FERTILITY INSTITUTE OF NEW ORLEANS,METAIRIE,LOUISIANA,2010.0,54.0,5.0,48.45,34.85714285714286,22.814285714285713,7.7,375.0,18.933333333333334,THE FERTILITY INSTITUTE OF NEW ORLEANS METAIRIE
1079,FERTILITY CENTER OF MARYLAND,BALTIMORE,MARYLAND,2010.0,29.0,0.0,37.0,16.116666666666667,11.0,20.2,266.0,21.05263157894737,FERTILITY CENTER OF MARYLAND BALTIMORE
1080,SHADY GROVE FERTILITY RSC AT GBMC,BALTIMORE,MARYLAND,2010.0,51.0,0.0,41.25,38.5,29.084615384615383,12.5,570.0,14.912280701754385,SHADY GROVE FERTILITY RSC AT GBMC BALTIMORE
1082,JOHNS HOPKINS FERTILITY CENTER,LUTHERVILLE,MARYLAND,2010.0,38.0,0.0,38.522222222222226,33.628571428571426,16.21111111111111,,209.0,11.961722488038278,JOHNS HOPKINS FERTILITY CENTER LUTHERVILLE
1083,SHADY GROVE FERTILITY REPRODUCTIVE SCIENCE CENTER,ROCKVILLE,MARYLAND,2010.0,55.0,3.0,43.85,40.25,25.3,16.05,4290.0,16.573426573426573,SHADY GROVE FERTILITY-ROCKVILLE ROCKVILLE
1084,BRIGHAM AND WOMEN'S HOSPITAL CENTER FOR ASSISTED REPRODUCTIVE TECHNOLOGY,BOSTON,MASSACHUSETTS,2010.0,36.0,4.0,37.9,33.599999999999994,27.65,19.15,1572.0,15.521628498727736,BRIGHAM AND WOMEN'S HOSPITAL CENTER FOR ASSISTED REPRODUCTIVE TECHNOLOGY BOSTON
1085,MASSACHUSETTS GENERAL HOSPITAL FERTILITY CENTER,BOSTON,MASSACHUSETTS,2010.0,44.0,2.0,46.8,41.150000000000006,41.323076923076925,12.1,747.0,8.433734939759036,MASSACHUSETTS GENERAL HOSPITAL FERTILITY CENTER BOSTON
1087,REPRODUCTIVE SCIENCE CENTER,LEXINGTON,MASSACHUSETTS,2010.0,40.0,1.0,34.35,26.15,18.55,13.683333333333334,2566.0,12.665627435697584,REPRODUCTIVE SCIENCE CENTER LEXINGTON
1088,"FERTILITY CENTERS OF NEW ENGLAND, INC.",READING,MASSACHUSETTS,2010.0,45.0,4.0,34.85,26.55,15.600000000000001,17.18846153846154,863.0,16.10660486674392,"FERTILITY CENTERS OF NEW ENGLAND, INC. READING"
1089,BAYSTATE REPRODUCTIVE MEDICINE,SPRINGFIELD,MASSACHUSETTS,2010.0,47.0,0.0,42.599999999999994,36.0,23.55,16.483333333333334,455.0,19.78021978021978,BAYSTATE REPRODUCTIVE MEDICINE SPRINGFIELD
1090,CARDONE REPRODUCTIVE MEDICINE AND INFERTILITY,STONEHAM,MASSACHUSETTS,2010.0,46.0,1.0,34.9,34.621428571428574,62.0,,154.0,18.83116883116883,"CARDONE REPRODUCTIVE MEDICINE AND INFERTILITY, LLC STONEHAM"
1091,BOSTON IVF,WALTHAM,MASSACHUSETTS,2010.0,38.0,4.0,27.349999999999998,23.5,18.4,13.850000000000001,2751.0,15.412577244638314,"BOSTON IVF, LLC WALTHAM"
1098,"MICHIGAN REPRODUCTIVE & IVF CENTER, PC",GRAND RAPIDS,MICHIGAN,2010.0,84.0,1.0,38.9,26.9,22.35,19.166666666666668,729.0,33.47050754458162,"MICHIGAN REPRODUCTIVE & IVF CENTER, PC GRAND RAPIDS"
1099,IVF MICHIGAN,ROCHESTER HILLS,MICHIGAN,2010.0,90.0,7.0,44.650000000000006,44.85,25.4,12.342857142857143,884.0,21.040723981900452,"IVF MICHIGAN ROCHESTER HILLS & FLINT, PC ROCHESTER HILLS"
1102,REPRODUCTIVE MEDICINE ASSOCIATES OF MICHIGAN,TROY,MICHIGAN,2010.0,57.0,4.0,41.75,27.386363636363637,27.95,0.0,270.0,15.925925925925926,REPRODUCTIVE MEDICINE ASSOCIATES OF MICHIGAN TROY
1104,"THE MIDWEST CENTER FOR REPRODUCTIVE HEALTH, PA",MAPLE GROVE,MINNESOTA,2010.0,31.0,1.0,44.0,38.92857142857143,20.64090909090909,0.0,198.0,27.272727272727273,"MIDWEST CENTER FOR REPRODUCTIVE HEALTH, PA MAPLE GROVE"
1105,CENTER FOR REPRODUCTIVE MEDICINE,MINNEAPOLIS,MINNESOTA,2010.0,58.0,3.0,48.95,39.3,36.528571428571425,43.2,747.0,13.386880856760374,CENTER FOR REPRODUCTIVE MEDICINE MINNEAPOLIS
1106,REPRODUCTIVE MEDICINE CENTER,MINNEAPOLIS,MINNESOTA,2010.0,81.0,0.0,48.07941176470588,32.9,13.55,7.894736842105263,337.0,7.71513353115727,CENTER FOR REPRODUCTIVE MEDICINE MINNEAPOLIS
1107,MAYO CLINIC ASSISTED REPRODUCTIVE TECHNOLOGIES,ROCHESTER,MINNESOTA,2010.0,64.0,5.0,36.9,18.22352941176471,13.905555555555555,16.666666666666668,254.0,37.00787401574803,MAYO CLINIC ASSISTED REPRODUCTIVE TECHNOLOGIES ROCHESTER
1108,REPRODUCTIVE MEDICINE & INFERTILITY ASSOCIATES,WOODBURY,MINNESOTA,2010.0,94.0,3.0,36.25,35.45,28.75588235294118,7.142857142857143,457.0,28.446389496717725,REPRODUCTIVE MEDICINE AND INFERTILITY ASSOCIATES AUGUSTA
1111,INFERTILITY CENTER OF ST. LOUIS,CHESTERFIELD,MISSOURI,2010.0,96.0,2.0,36.1,25.5,29.1,12.878787878787879,314.0,57.64331210191083,INFERTILITY CENTER OF ST. LOUIS CHESTERFIELD
1117,THE INFERTILITY AND REPRODUCTIVE MEDICINE CENTER,ST. LOUIS,MISSOURI,2010.0,61.0,4.0,38.599999999999994,46.07142857142857,27.186363636363637,6.5,422.0,12.559241706161137,FERTILITY AND REPRODUCTIVE MEDICINE CENTER ST. LOUIS
1118,"HEARTLAND CENTER FOR REPRODUCTIVE MEDICINE, PC",OMAHA,NEBRASKA,2010.0,50.0,0.0,28.21315789473684,7.6,44.18333333333334,0.0,172.0,16.27906976744186,"HEARTLAND CENTER FOR REPRODUCTIVE MEDICINE, PC OMAHA"
1119,NEBRASKA METHODIST HOSPITAL REI,OMAHA,NEBRASKA,2010.0,87.0,0.0,34.0,27.588461538461537,20.5,7.142857142857143,313.0,24.600638977635782,NEBRASKA METHODIST HOSPITAL REI OMAHA
1120,FERTILITY CENTER OF LAS VEGAS,LAS VEGAS,NEVADA,2010.0,93.0,1.0,54.0,32.6,37.65,25.73076923076923,522.0,48.275862068965516,FERTILITY CENTER OF LAS VEGAS LAS VEGAS
1121,NEVADA FERTILITY C.A.R.E.S.,LAS VEGAS,NEVADA,2010.0,40.0,10.0,43.37222222222222,30.31666666666667,,,161.0,7.453416149068323,NEVADA FERTILITY C.A.R.E.S. LAS VEGAS
1123,THE NEVADA CENTER FOR REPRODUCTIVE MEDICINE,RENO,NEVADA,2010.0,61.0,11.0,35.85,44.17293233082707,19.090909090909093,25.0,173.0,30.057803468208093,THE NEVADA CENTER FOR REPRODUCTIVE MEDICINE RENO
1124,DARTMOUTH-HITCHCOCK MEDICAL CENTER,LEBANON,NEW HAMPSHIRE,2010.0,44.0,1.0,39.61666666666667,38.75,29.46666666666667,3.3333333333333335,182.0,14.835164835164836,DARTMOUTH-HITCHCOCK MEDICAL CENTER LEBANON
1125,SHER INSTITUTE FOR REPRODUCTIVE MEDICINE-NEW JERSEY,BEDMINSTER,NEW JERSEY,2010.0,87.0,16.0,30.733333333333334,16.266666666666666,14.15,52.4,230.0,14.782608695652174,SHER INSTITUTE FOR REPRODUCTIVE MEDICINE-NEW YORK NEW YORK
1126,REPRODUCTIVE SCIENCE CENTER OF NEW JERSEY,EATONTOWN,NEW JERSEY,2010.0,45.0,5.0,38.8,36.65,27.5,13.636363636363637,228.0,13.596491228070175,REPRODUCTIVE SCIENCE CENTER OF NEW JERSEY EATONTOWN
1127,CENTER FOR ADVANCED REPRODUCTIVE MEDICINE & FERTILITY,EDISON,NEW JERSEY,2010.0,66.0,4.0,25.25,37.022222222222226,15.242857142857144,,274.0,19.343065693430656,CENTER FOR ADVANCED REPRODUCTIVE MEDICINE & FERTILITY EDISON
1131,"UNIVERSITY REPRODUCTIVE ASSOCIATES, PC",HASBROUCK HEIGHTS,NEW JERSEY,2010.0,93.0,3.0,26.333333333333336,28.05,29.75,27.5,275.0,10.181818181818182,"UNIVERSITY REPRODUCTIVE ASSOCIATES, PC HASBROUCK HEIGHTS"
1135,EAST COAST INFERTILITY AND IVF,LITTLE SILVER,NEW JERSEY,2010.0,63.0,6.0,17.4,37.22857142857143,25.635714285714286,,169.0,10.059171597633137,EAST COAST INFERTILITY AND IVF LITTLE SILVER
1136,INSTITUTE FOR REPRODUCTIVE MEDICINE AND SCIENCE,LIVINGSTON,NEW JERSEY,2010.0,56.0,13.0,40.349999999999994,42.96666666666667,39.02058823529411,4.35,690.0,10.289855072463768,INSTITUTE FOR REPRODUCTIVE MEDICINE AND SCIENCE LIVINGSTON
1137,COOPER INSTITUTE FOR REPRODUCTIVE HORMONAL DISORDERS,MARLTON,NEW JERSEY,2010.0,39.0,1.0,30.3,27.55,10.563157894736843,15.05,830.0,20.0,"COOPER INSTITUTE FOR REPRODUCTIVE HORMONAL DISORDERS, PC MOUNT LAUREL"
1138,DELAWARE VALLEY INSTITUTE OF FERTILITY AND GENETICS,MARLTON,NEW JERSEY,2010.0,65.0,1.0,33.635714285714286,34.66666666666667,,0.0,163.0,7.361963190184049,DELAWARE VALLEY INSTITUTE OF FERTILITY AND GENETICS MARLTON
1139,SOUTH JERSEY FERTILITY CENTER,MARLTON,NEW JERSEY,2010.0,59.0,1.0,32.35,25.25,8.75,4.4,438.0,18.949771689497716,SOUTH JERSEY FERTILITY CENTER MARLTON
1140,DIAMOND INSTITUTE FOR INFERTILITY,MILLBURN,NEW JERSEY,2010.0,70.0,6.0,39.349999999999994,34.45,14.042307692307691,13.542857142857144,329.0,29.48328267477204,DIAMOND INSTITUTE FOR INFERTILITY & MENOPAUSE MILLBURN
1141,REPRODUCTIVE MEDICINE ASSOCIATES OF NEW JERSEY,MORRISTOWN,NEW JERSEY,2010.0,85.0,7.0,61.75,54.349999999999994,38.3,26.1,1641.0,28.82388787324802,REPRODUCTIVE MEDICINE ASSOCIATES OF NEW JERSEY MORRISTOWN
1142,VALLEY HOSPITAL FERTILITY CENTER,PARAMUS,NEW JERSEY,2010.0,33.0,6.0,35.85,29.242307692307694,17.292857142857144,16.65,303.0,15.841584158415841,VALLEY HOSPITAL FERTILITY CENTER PARAMUS
1143,IVF NEW JERSEY,SOMERSET,NEW JERSEY,2010.0,34.0,2.0,44.75,42.12692307692308,41.65,7.8,545.0,7.706422018348624,IVF NEW JERSEY SOMERSET
1146,FERTILITY INSTITUTE OF NEW JERSEY AND NEW YORK,WESTWOOD,NEW JERSEY,2010.0,94.0,6.0,23.05,30.35,11.992857142857144,1.85,214.0,19.1588785046729,FERTILITY INSTITUTE OF NEW JERSEY AND NEW YORK ORADELL
1147,CENTER FOR REPRODUCTIVE MEDICINE OF NEW MEXICO,ALBUQUERQUE,NEW MEXICO,2010.0,87.0,6.0,54.8,33.43846153846154,30.05,5.0,195.0,22.564102564102566,CENTER FOR REPRODUCTIVE MEDICINE OF NEW MEXICO ALBUQUERQUE
1148,THE FERTILITY INSTITUTE AT NEW YORK METHODIST HOSPITAL,BROOKLYN,NEW YORK,2010.0,74.0,0.0,31.75,34.58333333333333,41.483333333333334,0.0,222.0,17.56756756756757,THE FERTILITY INSTITUTE AT NEW YORK METHODIST HOSPITAL BROOKLYN
1149,GENESIS FERTILITY & REPRODUCTIVE MEDICINE,BROOKLYN,NEW YORK,2010.0,52.0,6.0,27.3,21.1,10.25,4.4,412.0,17.475728155339805,GENESIS FERTILITY & REPRODUCTIVE MEDICINE BROOKLYN
1150,INFERTILITY & IVF MEDICAL ASSOCIATES OF WESTERN NEW YORK,BUFFALO,NEW YORK,2010.0,66.0,0.0,33.0,23.636363636363637,18.2,,288.0,14.583333333333334,"INFERTILITY & IVF MEDICAL ASSOCIATES OF WESTERN NEW YORK, PLLC DBA BUFFALO"
1151,"HUDSON VALLEY FERTILITY, PLLC",FISHKILL,NEW YORK,2010.0,89.0,2.0,31.22222222222222,27.366666666666667,17.2,8.333333333333334,155.0,18.70967741935484,"HUDSON VALLEY FERTILITY, PLLC FISHKILL"
1152,THE NEW YORK FERTILITY CENTER,FLUSHING,NEW YORK,2010.0,79.0,4.0,19.088461538461537,9.7,27.45,29.55,168.0,12.5,THE NEW YORK FERTILITY CENTER FLUSHING
1153,MONTEFIORE'S INSTITUTE FOR REPRODUCTIVE MEDICINE AND HEALTH,HARTSDALE,NEW YORK,2010.0,65.0,4.0,27.4,49.55,23.385714285714286,3.3333333333333335,169.0,17.75147928994083,MONTEFIORE'S INSTITUTE FOR REPRODUCTIVE MEDICINE AND HEALTH HARTSDALE
1154,"ALBANY IVF, FERTILITY AND GYNECOLOGY",LOUDONVILLE,NEW YORK,2010.0,75.0,0.0,36.986363636363635,18.05,9.1,,166.0,8.433734939759036,"ALBANY IVF, FERTILITY AND GYNECOLOGY LOUDONVILLE"
1155,NORTH SHORE UNIVERSITY HOSPITAL,MANHASSET,NEW YORK,2010.0,90.0,5.0,33.95,29.05,24.15,13.65,609.0,31.198686371100163,NORTH SHORE UNIVERSITY HOSPITAL MANHASSET
1156,LONG ISLAND IVF,MELVILLE,NEW YORK,2010.0,82.0,3.0,43.5,33.099999999999994,19.4,14.442857142857143,469.0,28.997867803837952,RMA LONG ISLAND IVF MELVILLE
1157,REPRODUCTIVE SPECIALISTS OF NEW YORK,MINEOLA,NEW YORK,2010.0,73.0,4.0,29.65,20.75,19.0,26.32857142857143,1087.0,19.963201471941122,NYU LANGONE REPRODUCTIVE SPECIALISTS OF NEW YORK MINEOLA
1159,ADVANCED FERTILITY SERVICES,NEW YORK,NEW YORK,2010.0,85.0,1.0,26.035714285714285,21.0,18.75,1.0,300.0,9.666666666666666,ADVANCED FERTILITY SERVICES NEW YORK
1160,"AMERICAN FERTILITY SERVICES, PC",NEW YORK,NEW YORK,2010.0,66.0,3.0,26.35,11.316666666666666,5.75,3.75,355.0,12.95774647887324,"AMERICAN FERTILITY SERVICES, PC NEW YORK"
1164,COLUMBIA UNIVERSITY CENTER FOR WOMEN'S REPRODUCTIVE CARE,NEW YORK,NEW YORK,2010.0,56.0,1.0,39.85,42.35,19.5,25.92222222222222,1406.0,9.45945945945946,COLUMBIA UNIVERSITY CENTER FOR WOMEN'S REPRODUCTIVE CARE NEW YORK
1167,MEDICAL OFFICES FOR HUMAN REPRODUCTION,NEW YORK,NEW YORK,2010.0,81.0,9.0,30.71666666666667,23.685714285714287,16.240909090909092,2.65,274.0,12.773722627737227,MEDICAL OFFICES FOR HUMAN REPRODUCTION NEW YORK
1169,NEW HOPE FERTILITY CENTER,NEW YORK,NEW YORK,2010.0,95.0,2.0,40.65,33.900000000000006,21.75,8.5,995.0,66.23115577889448,THE NEW YORK FERTILITY CENTER FLUSHING
1171,NYU FERTILITY CENTER,NEW YORK,NEW YORK,2010.0,26.0,11.0,40.2,33.85,27.950000000000003,17.85,993.0,15.609264853977844,THE NEW YORK FERTILITY CENTER FLUSHING
1173,REPRODUCTIVE ENDOCRINOLOGY ASSOCIATES OF ST. LUKE'S ROOSEVELT HOSPITAL CENTER,NEW YORK,NEW YORK,2010.0,90.0,6.0,31.114705882352943,25.636363636363637,14.192857142857143,52.2,367.0,9.809264305177111,REPRODUCTIVE ENDOCRINOLOGY ASSOCIATES OF ST. LUKE'S ROOSEVELT HOSPITAL CENTER NEW YORK
1174,"REPRODUCTIVE MEDICINE ASSOCIATES OF NEW YORK, LLP",NEW YORK,NEW YORK,2010.0,55.0,5.0,34.95,37.0,25.950000000000003,20.31111111111111,1575.0,11.238095238095237,"REPRODUCTIVE MEDICINE ASSOCIATES OF NEW YORK, LLP NEW YORK"
1175,"GEOFFREY SHER, MD, PC",NEW YORK,NEW YORK,2010.0,82.0,11.0,52.85,29.534615384615385,27.35,5.55,293.0,16.040955631399317,"GEOFFREY SHER, MD, PC NEW YORK"
1176,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,NEW YORK,NEW YORK,2010.0,65.0,5.0,41.9,35.2,23.049999999999997,13.100000000000001,2611.0,10.455764075067025,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY NEW YORK
1177,EAST COAST FERTILITY,PLAINVIEW,NEW YORK,2010.0,52.0,3.0,42.65,27.05,28.289473684210527,8.85,600.0,23.166666666666668,EAST COAST FERTILITY PLAINVIEW
1179,STRONG FERTILITY CENTER,ROCHESTER,NEW YORK,2010.0,73.0,5.0,38.55,37.5,31.65,16.666666666666668,216.0,27.314814814814813,STRONG FERTILITY CENTER ROCHESTER
1180,ISLAND REPRODUCTIVE SERVICES,STATEN ISLAND,NEW YORK,2010.0,89.0,4.0,50.7,35.33333333333333,29.5,0.0,198.0,30.80808080808081,"ISLAND REPRODUCTIVE SERVICES, PC STATEN ISLAND"
1182,CNY FERTILITY CENTER,SYRACUSE,NEW YORK,2010.0,87.0,3.0,23.299999999999997,18.25,14.6,5.825,1759.0,15.861284820920979,CNY FERTILITY CENTER SYRACUSE
1185,NORTH CAROLINA CENTER FOR REPRODUCTIVE MEDICINE,CARY,NORTH CAROLINA,2010.0,85.0,2.0,30.0,27.1,9.4,32.142857142857146,216.0,19.90740740740741,NORTH CAROLINA CENTER FOR REPRODUCTIVE MEDICINE CARY
1187,INSTITUTE FOR ASSISTED REPRODUCTION,CHARLOTTE,NORTH CAROLINA,2010.0,85.0,2.0,46.4,36.6,36.85,17.2,728.0,27.884615384615383,INSTITUTE FOR ASSISTED REPRODUCTION CHARLOTTE
1188,"PROGRAM FOR ASSISTED REPRODUCTION, CAROLINAS MEDICAL CENTER",CHARLOTTE,NORTH CAROLINA,2010.0,72.0,1.0,45.55,40.3,22.985714285714288,,197.0,23.3502538071066,PROGRAM FOR ASSISTED REPRODUCTION AT ATRIUM HEALTH'S CAROLINAS MEDICAL CENTER CHARLOTTE
1189,DUKE FERTILITY CENTER,DURHAM,NORTH CAROLINA,2010.0,62.0,2.0,38.7,29.85,27.884615384615387,50.0,284.0,29.577464788732396,DUKE FERTILITY CENTER DURHAM
1193,"CAROLINA CONCEPTIONS, PA",RALEIGH,NORTH CAROLINA,2010.0,88.0,5.0,42.3,39.57857142857142,36.27727272727273,47.22222222222223,461.0,17.136659436008678,"CAROLINA CONCEPTIONS, PA RALEIGH"
1194,WAKE FOREST UNIVERSITY CENTER FOR REPRODUCTIVE MEDICINE,WINSTON-SALEM,NORTH CAROLINA,2010.0,80.0,2.0,50.35,42.526923076923076,53.63333333333334,31.666666666666668,200.0,24.5,WAKE FOREST UNIVERSITY CENTER FOR REPRODUCTIVE MEDICINE WINSTON-SALEM
1197,REPRODUCTIVE GYNECOLOGY,AKRON,OHIO,2010.0,71.0,1.0,41.4,41.573076923076925,29.75,0.0,337.0,18.100890207715132,REPRODUCTIVE GYNECOLOGY & INFERTILITY-AKRON AKRON
1198,BETHESDA CENTER FOR REPRODUCTIVE HEALTH & FERTILITY,CINCINNATI,OHIO,2010.0,57.0,0.0,41.75,26.1,25.235714285714288,5.555555555555555,216.0,27.314814814814813,BETHESDA FERTILITY CENTER CINCINNATI
1199,CENTER FOR REPRODUCTIVE HEALTH,CINCINNATI,OHIO,2010.0,51.0,1.0,26.7,17.761111111111113,18.835714285714285,0.0,154.0,31.818181818181817,INSTITUTE FOR REPRODUCTIVE HEALTH CINCINNATI
1200,INSTITUTE FOR REPRODUCTIVE HEALTH,CINCINNATI,OHIO,2010.0,53.0,1.0,34.4,29.4,28.484615384615385,13.333333333333334,814.0,18.91891891891892,INSTITUTE FOR REPRODUCTIVE HEALTH CINCINNATI
1201,CLEVELAND CLINIC FERTILITY CENTER,CLEVELAND,OHIO,2010.0,75.0,1.0,41.8,31.6,24.65,19.5,947.0,27.03273495248152,CLEVELAND CLINIC FERTILITY CENTER BEACHWOOD
1202,OHIO REPRODUCTIVE MEDICINE,COLUMBUS,OHIO,2010.0,43.0,3.0,39.599999999999994,47.25,19.992857142857144,8.333333333333334,464.0,10.775862068965518,OHIO REPRODUCTIVE MEDICINE COLUMBUS
1204,KETTERING REPRODUCTIVE MEDICINE,KETTERING,OHIO,2010.0,57.0,0.0,32.1,43.92272727272727,38.333333333333336,17.5,183.0,24.043715846994534,KETTERING REPRODUCTIVE MEDICINE KETTERING
1206,"HENRY G. BENNETT, JR., FERTILITY INSTITUTE",OKLAHOMA CITY,OKLAHOMA,2010.0,51.0,0.0,29.075,23.34285714285714,24.55,10.0,233.0,12.446351931330472,BENNETT FERTILITY INSTITUTE OKLAHOMA CITY
1208,TULSA FERTILITY CENTER,TULSA,OKLAHOMA,2010.0,68.0,0.0,41.55,31.057142857142857,20.28636363636364,10.0,278.0,22.66187050359712,TULSA FERTILITY CENTER TULSA
1211,OREGON REPRODUCTIVE MEDICINE,PORTLAND,OREGON,2010.0,67.0,3.0,59.849999999999994,47.6,39.6,16.033333333333335,472.0,20.76271186440678,OREGON REPRODUCTIVE MEDICINE PORTLAND
1212,UNIVERSITY FERTILITY CONSULTANTS,PORTLAND,OREGON,2010.0,84.0,5.0,39.05,30.7,21.3,25.681818181818183,338.0,33.43195266272189,UNIVERSITY FERTILITY CONSULTANTS PORTLAND
1213,TOLL CENTER FOR REPRODUCTIVE SCIENCES,ABINGTON,PENNSYLVANIA,2010.0,75.0,4.0,30.400000000000002,32.23461538461539,14.855555555555556,19.0,405.0,20.74074074074074,TOLL CENTER FOR REPRODUCTIVE SCIENCES ABINGTON
1217,MAIN LINE FERTILITY AND REPRODUCTIVE MEDICINE,BRYN MAWR,PENNSYLVANIA,2010.0,39.0,7.0,44.25,36.75,18.8,31.45,624.0,21.634615384615383,MAIN LINE FERTILITY AND REPRODUCTIVE MEDICINE BRYN MAWR
1221,REPRODUCTIVE MEDICINE ASSOCIATES OF PHILADELPHIA,KING OF PRUSSIA,PENNSYLVANIA,2010.0,63.0,2.0,48.45,29.488461538461536,28.81666666666667,32.8,347.0,16.714697406340058,REPRODUCTIVE MEDICINE ASSOCIATES OF PHILADELPHIA KING OF PRUSSIA
