,Unnamed: 0,Clinic_name,Ratings,Reviews,Num_Rating
131,131,New Hope Fertility Center,4 star rating,"I had only 1 cycle of mini ivf with this clinic and the outcome was an healthy beautiful baby. we all know this is not the only reason why a clinic is good or not, eveidently, so my reviewlwil be honest and accurate to help out people to understand pros and cons of this clinic (from my point of view).I personally think the clinic and the doctors worked very accurately based on a very customized procedure, they check on you, it seems, very specifically according to your hormone status and situation at that very day and moment. I had tried 3 other times previously in another country and didn't get pregnant. I stayed with this clinic beacuse when I met Dr Zhang he honestly suggested me to do NOTHING, to NOT do any ivf or tentative because of my age! this is a very rare answer in these kind of clinics, since they want to make money out of tentatives, while in this case I found pure straightforward honesty. I insisted I wanted to try and the Dr., after explaining my chances were very low around 8%, suggested no invasive treatments, only some pills and just monitor very closely my cycle trying to get the best out of my excpetd only 1 or maximum 2 eggs (at this age they know you won't produce much, so it is common use not to prescribe much medicine). You have to know my husband and I ar both fertile, I mean no problem of fertility, but my husband had vasectomy so the sperm had to be extracted from the testicle (it is done at the uologist they refer, not at the clinic, who, by the way, was an awesome doctor). At th end of hte day, though fertile, I was anyways 43, so ivf was done for both reasons. I think the medical work done was very good and professional and we got a healthy baby. They also suggest to study the embryo befor transfring to the uterus, something also very important and professional, considering at this clinic you don't pay for the entire event, but step by step... meaning, if the transfer doesn't have place they lose that part of th money. All these arangemnts and suggeestions were valuable and I thought well of thm because of them. Now,the thign is not very good at this clnic is communication and organization towards the patient. I even put a complaint while going there, since if you don't ask they don't give esplication...let's say they follow you very accurately but you just have to obey and no many words are spent... if you are , like m, someone that wants to know, understand and decide, ask and insist to see the doctor, since you ar not going to see him much... th internal organization is not very precise, but not in terms of professional and medical outcome, but in terms of communication with the patient. I saw someone wrote they are not sensible to what a woman wants or need, this may seem true, in the sense that theer is no space for emotionality or talking or venitng, it is a little robotic and just straitghforward.. very few words and just obeying instructions.....they should definitely get better in customer care, communication and tact, but  if you understand that and go around that and take the good things, you may be happy and have a good job done on you. They did a very good job with our case and I am sur with everybody, no matter if you get a child or not. As per billling and pricceing, I think they are honest and not expensive, they just charge you per step and thy are honest in avoiding you useless steps if it is not the case, wihtout using sweet words sometimes, just tlling you on the face... but I prefer to be told the truth instaed of being given what I ask for when it is not going to work. Good luck to everybody. Thak you Dr. Zang andto th all stuff.",4
132,132,New Hope Fertility Center,3 star rating,"The doctor did a great job of explaining how/why egg freezing works (he was extremely knowledgeable and polite), but when it came down to the actual procedure and process, I felt a little lost here. The Center is a large facility that handles many different aspects of fertility; the doctors/nurses are all well-versed pro's at fertility and can probably do many procedures in their sleep on autopilot, but I needed a little more hand-holding and information on what was actually going on. (Another issue is that they were ready to start my process immediately, but I wanted to wait a few more months; this got lost in communication between so many doctors/nurses so there was a stressful confusion of mismatched next-steps between them and me.) However, what was impressive is that they reached out when I expressed frustration, and genuinely seemed to care about my experience and how to make it better in the future.",3
133,133,New Hope Fertility Center,5 star rating,"I am very impressed by the level of service quality provided at New Hope.  I am almost 40 and conceived naturally with my first.  However, it took us about 3 years trying for the second one with no success.  We almost gave up hope but our friend who also had success with the IVF at New Hope recommended this place to us.  So we decided to give it a try.  I had all previous test results from other fertility clinic which showed my infertility is unexplained.  And I am glad that New Hope didn't insist I had to repeat all those tests again like other places would have required (In my opinion, it wouldn't change the fact but only costs me extra money).  The service is phenomenon and very efficient.  I work in the city, and I got in to New Hope at 7am and back to work before 8:30am in downtown, so the schedule works perfectly given how often you have to go back for the routine monitoring.  We first met with Dr. Zhang who spent a lot of time slowing explaining to us.  From my personal experience, I can tell that Dr. Zhang doesn't try to push as many IVF procedures on patients as possible as claimed by others who commented earlier but rather recommends what he thinks is best for the patient given her current condition, i.e. age, egg quality, other conditions.  After reviewing my test results and considering my age, Dr. Zhang recommended the best approach for me is to do 2 cycles of IUI before proceeding to IVF despite both my husband and I were ready to proceed with IVF right away.  We decided to follow Dr. Zhang's recommendation and proceed with IUI and I am now 13 weeks pregnant with the first IUI.",5
134,134,New Hope Fertility Center,3 star rating,"I had two successful transfers done with Dr. Zhang.He is very professional and very busy.His back office, specifically accounting/billing is the opposite. They are not open to communication, totally unresponsive and sometimes plain rude.They work of a voicemail. You can never call and speak to a person. The problem is they do not return calls. I went in person spoke to 2 different people: one had to run for a ""meeting"" it was lunch time, second asked me to look into my account and call me back tomorrow. Never did. I went back in person  next day she was sitting at her desk looked at me and asked "" how can I help you"", really?! That was Ms. Jessica.and if you don't like what they tell you ... you got no recourse... they wouldn't even allow you to speak with your doctor meaning you think you're a client of Dr. Zhang but you're not if you have a question or a problem.",3
135,135,New Hope Fertility Center,1 star rating,"Good service until transfer. After, don't expect anything. Not even a nurse meets with you. They look at the sonogram and don't have any knowledge of the history. ITS A MONEY MACHINE. Especially since Zhong got media attention. They make millions but don't have more than one doctor on week ends? It's a joke. It feels like a farm - you come in, your name appears, sees someone (not even a nurse) in 30 seconds and you are done. I think this place has become a factory.",1
136,136,New Hope Fertility Center,1 star rating,"Terrible Place!! Do NOT go there!!I went to New Hope Fertility for over 6 months and was not been tested for any procedural infertility testing, such as X-Ray examination for normal uterine cavity and Fallopian tubes patency.I feel like I wasted very valuable time.",1
137,137,New Hope Fertility Center,5 star rating,"I saw Dr. Zaher Merhi at New Hope and I just had a beautiful baby boy. Dr. Merhi is the most incredible, kind and supportive doctor around. He has a wonderful sense of humor and really knows how to put patients at ease. He is incredibly knowledgeable and compassionate. I can go on and on. Infertility is such a challenging journey and Dr. Merhi was with us every step of the way, explaining every medication and procedure with such patience. He was so communicative and available for any questions and concerns we had and it made all the difference in the world to us. I can not thank him enough for giving us the most meaningful gift in the whole world.",5
138,138,New Hope Fertility Center,1 star rating,"Very bad treatment and financial planning. Bad customer response when confronted with request for explanation.  Messy treatment procedure.  My wife was asked by the doctor to have her 4th IUI and they collected my specimen only to find they messed up my wife's ovation date and need to reschedule to two days later.  When we went back two days later, they ran another test and told my wife, the egg is gone.  We were infuriated.  But still tried to continue with IVF until they kept asking us to fill medications on a very short notice period. To make it worse, the last straw that broke our hope with ""New Hope"" was they asked my wife to use an injection that's not covered by insurance without any prior discussion of the necessity or reason why it's not covered or our consent based on our financial condition.  Such irresponsibility, and unprofessionalism should really lead their name to be ""No Hope"".  I will strongly recommend not to use their service.",1
139,139,New Hope Fertility Center,1 star rating,"I have never been there yet. However, it's been two weeks and over 50 calls to find out whether my insurance can cover the first visit or not. Still have no idea...9 calls out of 10 would have no response and rest of one call would transfer me over to other office and then beeps come out then I leave my voice msg and no response ever again..Feel like a very small, tiny Chinese restaurant with one employee takes million orders. Even if I had no problem of my reproduction system, I would become infertile with stress while dealing with this place.",1
140,140,New Hope Fertility Center,5 star rating,I went to New Hope after being rejected by two other doctors. The other doctors wanted me to go for donor egg and didn't want to try any treatment but Dr. Zhang had confidence that I could get pregnant with my own eggs. After few tries it did happen and now I have a baby girl. Dr. Zhang and his team were great and I had a wonderful experience at New Hope. He is a very patient doctor and customizes the treatment as per his patient's situation.,5
141,141,New Hope Fertility Center,1 star rating,"Horrific experience with this office. They wasted my time with their assembly-line tactics and robbed me of a year of my fertility. After three useless cycles (where they gave me the same 1st line medication that wasn't working), I went to another office which gave me the most advanced combination of three different medicines and I had a successful pregnancy. But it was too late to try for another one after that birth. I had chucked it all to ""that's life"" but to add insult to injury almost 7 years after I last saw Dr. Zhang and demanded a refund (which they gave me) I get a bill in the mail (first time I'd heard from them in all those years) charging me for storage of a bio sample that I never knew they'd kept. I was never told that these would not be destroyed after we terminated our relationship and they refunded our money. They never said I needed to do anything in particular to make sure that they wouldn't keep my biological material. All these years later I feel my privacy violated knowing they have kept this after we fired them. The process for getting our account cleared and our biological material destroyed has been HELL. They refuse to speak to you or communicate directly, rather they send you messages that require login into a special system each time, (you get an email telling you to log in for your message rather than an email with the actual message!) I have been given the run around - asked to send things notarized (which I have done) and still they are not satisfied. I have filed a complaint with the Better Business Bureau and I'm considering suing them. At this point what they're putting me through is a form of harassment and abuse. I don't understand how people can be so cruel to patients. BEWARE of this place, and if you have the means do yourself a favor and go to a reputable clinic attached to a proper medical center. More than seven years after first finding this place  I'm still regretting ever walking through that door. There weren't public reviews back then so I'm writing this that people are able to make an educated choice. Fertility issues are hard enough.",1
142,142,New Hope Fertility Center,5 star rating,"My husband and I have tried for many years to conceived. We had gone to several centers and were extremely disappointed.  I knew my body was reacting to the medication and no one listened.  When we finally reached out to Nurse Lisa, whom we had the pleasure to getting help from at another center and she guided us to Dr. Merhi at New Hope. We had also worked with Dr. Merhi previously and he remembered me as soon as I contacted him. From that moment Dr. Merhi spent quality time on my case.  As soon as we enter the center we knew we were at the right place and we literally said we have ""new hope"". Dr. Merhi and the entire staff were so attentive to our needs and listened carefully to every concern we had! They guided us every step of the way.  When ever we had questions we felt comfortable asking.  Dr. Merhi answered all our questions and spent endless time without rushing us.  No other doctor took the time to do this; Dr. Merhi listened when I voiced my concerns of the medications were affecting my body.  He assured me we will figure it out and we did. Nurse Lisa answered all our questions about the medications and always was available when we reached out.  Anyone who has gone through fertility treatments knows that it is a stressful and emotional process.  I never felt as calm as I did at New Hope.  Everyone from the front desk, to the nurse and finance department are so caring and welcoming.  After years of trying at other facilities that treated us as just another experiment, we conceived. We truly believe it was all due to Dr. Merhi, Nurse Lisa and everyone at New Hope! New Hope Center is truly about helping you conceive. None would ever compare to New Hope and the wonderful staff. We will forever be grateful to Dr. Merhi, Nurse Lisa and the entire staff at New Hope!!",5
143,143,New Hope Fertility Center,5 star rating,"My husband and I are immensely grateful to the doctors, nurses and administrative staff at NHFC! Dealing with infertility is an intensely draining and bewildering experience. We really appreciated the clarity and efficiency of the New Hope system (the waiting room, with its WiFi, big windows overlooking Columbus Circle, soothing aquarium, and screens telling you where to go when your name is called during monitoring hours is an especially welcome change from other practices), as well as the friendliness and compassion of all of the staff. More than anything, we are thrilled to have achieved a healthy pregnancy and to have welcomed a beautiful baby girl! I recommend them without hesitation.",5
144,144,New Hope Fertility Center,5 star rating,"I decided to try New Hope (NH) after a friend of mine mentioned about the place. She said she had tried other places and NH was by far the least impersonal, and the most efficient place. In my case, I had tried 4 cycles of conventional IVF in another renown place (RMA), with no success.At NH, yes it is like a factory, but they are so much more efficient (from signing up electronically to communicating via secured email with nurses to getting all your results via email). First of all, their monitoring hours are until 2:00pm, which is a huge relieve if you work. Different from other IVF places where the monitoring hours are usually up until 8 or 9 am.  Second, I felt all the staffs to be warm and cordial. Different from my previous IVF experience where all staff sounds angry and cold. This sounds like a small issue, but when you are in taking hormones and the level of anxiety is high, a nice word or a nice gesture makes a whole difference.  Third, in my case at least, I fell like Dr. Zhang's more natural approach to the hormones intake end up fitting  more my body. Just as an example, he prescribed me 1/3 the amount of hormones and injections I was taking at RMA, and the end result in the first cycle was the same I was getting at RMA. I was able to retrieve 10 eggs, which was the average I retrieved at RMA, but with much less medication. Fourth, the price you pay for the mini cycle is a lot less than the conventional IVF.  If I knew all of these since the beginning, I would never had gone through 4 conventional IVF cycles at RMA. Just to finish my story, Dr. Zhang was very honest with us, he told me that the chances even through IVF was 5 -10 % for my age. We decided to go ahead and in the first cycle, we end up with 10 eggs retrieved and 2 healthy embryos. Dr. Zhang even told me that at my age, to be able to produce two healthy embryos was a very very good result. He suggested implanting one embryo and last month I gave birth to a healthy baby.  I would highly recommend NH if you are looking for a more natural IVF procedure, at a much more affordable prices.",5
145,145,New Hope Fertility Center,5 star rating,"In 2013 my husband and I joined the New Hope Fertility Center IVF trial. Our experience with them was awesome. All their staff is very professional and friendly, in particular Tania and Maciej. Tania went above and beyond the call of duty to answer any questions that we had and guide us along this journey, she is invaluable. Maciej has a quiet rational that inspires trust. Additionally, the center has top notch equipment and great installations. I did one round of IVF, but ended up getting pregnant naturally after I had surgery. We now have a happy and healthy baby boy. I recommend New Hope Fertility Center without any hesitations. Plus, being in New York we had lots of fun there when we had to travel for the treatment. Five stars through and through!",5
146,146,New Hope Fertility Center,1 star rating,"I don't think the facility cares about its patient's complaints at all, especially its billing department. One star is to its embryology lab, which is top notch. However, this still doesn't merit going to New Hope if its other aspects are the worst.I don't think a billing department like New Hope's can be any worse. They gave out wrong insurance coverage information and charged us back when my insurance company has denied coverage. It was New Hope's misinformation that misled us thinking our treatment (embryo banking) would be covered. I tried contacting the billing department through emails and calls to discuss the billing issue, and was not called back after 2 months and numerous attempts to reach them. They agreed to review my bill on the call, but then I continue getting bills from them and was then never able to get a hold of them. I then wrote a complaint to Better Business Bureau and even them were not able to get in contact with New Hope. Going to New Hope is my worst decision on my infertility journey. I basically used up my insurance coverage for IVFs because of their misinformation.",1
147,147,New Hope Fertility Center,1 star rating,"I enrolled in the study of mini-IVF at New Hope.  Turns out that they have published only 1 study on mini-IVF before, and they have funding to test whether mini-IVF works as well as regular IVF in a new group of patients.  I signed up to join this study.  I was surprised to read that at the same time that they are studying whether mini-IVF works --- and it might, who knows? --- they are taking people's money to treat them with mini-IVF.  The materials on their website say that mini-IVF works as well as regular IVF, and yet there really isn't evidence for that, something that they have been called out for in the medical literature (Gleicher N, Weghofer A, Barad DH.  Low-intensity IVF: real progress?  Reprod Biomed Online. 2011 Sep;23(3):274-8. doi: 10.1016/j.rbmo.2011.05.018. Epub 2011 Jun 26.)  As the critics say, it seems reasonable to enroll in a trial where they give mini-IVF for free, but there's no reason to pay for possibly ineffective treatment.  Here is the complete text of the abstract that called them out for those false claims.  ""A recent publication in this journal strongly advocated low-intensity IVF (LI-IVF) after presenting the authors' experience with minimal ovarian stimulation (mini-IVF). The data presented failed to support their conclusions. Therefore, presented here is a critique of their manuscript and of uncontrolled clinical use of LI-IVF, in general. In the absence of properly controlled studies, all forms of LI-IVF should be considered experimental and be offered only in well-controlled research settings and with appropriate informed consent.""",1
148,148,New Hope Fertility Center,3 star rating,"We saw Dr Zhang as our primary doctor. He seemed rushed and the billing department made numerous mistakes causing us a lot of un-needed hassle especially during a sensitive time. The staff asked for my insurance info even though we were cash paying clients. We soon found out they charged our insurance for things we paid cash for. This was extremely stressful and required quite a bit of energy to resolve. This clinic may not refuse service to people but you have to ask yourself if it's really worth the trouble. Thankfully I hired a fertility coach named Lin Weinberg who helped me find a better clinic amongst helping me increase my egg quality. Contrary to Dr. Zhang, I did not need IVF to have a baby. I do not recommend this clinic. There are many other clinics where you can find success.",3
149,149,New Hope Fertility Center,2 star rating,"I'm really on the fence about NHFC, after dealing with a new Fertility Center who caught some disturbing numbers in my records. My Hormone levels indicated some issues and my current/new RE is questioning them and wondering why no one - no Doctor at NHFC has brought this up with me and still went through with my first IUI (which was unsuccessful; as was the subsequent). The 2nd issue is that NHFC no longer takes my insurance, so I have been paying out of pocket - and of course it's insanely expensive; exceptionally more expensive than my new center, and if there are hormonal issues, isn't it a moot point to go through with an IUI? Or are you just doing it so you can charge me for it willy nilly?  I really like the staff: nurses, front desk, bloodwork - but in 8 months, I have only seen Dr Zhang once for an initial consultation, and then some random doctors who performed the IUI - in & out (literally - haha) And no followup except via nurses, a quick call, or email. It's not very reassuring, and after spending almost 10k with no feedback, (clearly if IUI isn't working after 3xs and getting no feedback and oddball hormone levels, there's some serious situations falling through the cracks) I don't think I will return here. Their systems are efficient; somewhat cattle call-ish, as they move you through fast and thoroughly, but their lack of personal interaction or empathy and care and individualized attention is disconcerting. I'm a pretty independent, low maintenance, easy going person, and even I feel that there could be alot more individualized attention to patients aside from a ""patient liason"" I observe wandering around sometimes. I really want to like NHFC. Unfortunately I think that they have alot of work to do to garner more stars than the 2 I generously give now.",2
150,150,New Hope Fertility Center,1 star rating,"PREPARE TO BE IGNORED BY NHFC!I never write reviews, but felt compelled to write one about this careless, useless & hopeless place!  DO NOT get suckered into going here for fertility treatment. If you do, here's what you can expect:You will be impressed by your first visit. They'll set you up with your initial consultation very quickly. They will be very nice to you, but it won't seem genuine. It isn't. You'll be escorted throughout the office to have an ultrasound, blood work, meet with the doctor, who will recommend mini-IVF and PGD. It feels rushed. But you are wiling to do whatever it takes. You are sure you've finally found the right place!  An answer to your prayers. You will talk to the billing department. You will cringe at the cost of this supposed more affordable treatment option, but you will mentally justify the cost.You will be sent home with some information but lots of questions. They will assure you of their ability & willingness to answer any of your questions & concerns. You will be comforted by that.You will go home. You will have a question or two or three, now that you've had time to digest the limited information they gave you. If you were treated anywhere else before now,you will be disappointed at the lack of info in comparison to your last RE. You will call New Hope and get to a voicemail box for the nurses. You will leave a message. The nurses will not return your call. You will send an email. The nurses will not reply to your email. You will have a billing question and leave a voicemail for the billing department. No one will call you back. You will email the billing department. Your email will be ignored. You will call and email again. You will wait DAYS AND DAYS for a response from ANYONE in this entire practice, and that response will NEVER come!! You will call again and again and leave message after message. You will start making your email subject lines more urgent & you will be downright enraged that you are BEING IGNORED by the very people who led you to believe you were in good hands. You will wonder how you will be treated when you are actually fully under their care & have clinical questions or concerns. More time will pass. You will not hear from them.  You will go online & you will post a scathing review of this incompetent group and you will warn others not to waste their precious time here!!You will hope that sharing your horrible experience will help at least one person!!!  If you are on the fence about going here, run far away, in the direction of a fertility clinic that backs up its promises and won't treat you like you don't exist!",1
151,151,New Hope Fertility Center,1 star rating,"I am not sure where my initial review went, however almost a year later I am still unable to officially take care of my billing issues.  I have tried all options and have still hit a hard stop.  For some reason the billing continues to be inconsistent and the follow-up is minimal, and that's me putting it very nicely.  At this point I have decided to request my records and seek care elsewhere.  Just as I thought the billing process was beginning to work itself out, we have taken 10 steps backward away from progress.  Someone within this company NEEDS TO TAKE A SERIOUS  LOOK AT THE BILLING PROCESS AND PROCEDURES!!!",1
152,152,New Hope Fertility Center,2 star rating,"Everything is good besides the billing department. There is NO communication at all. My INS denied one of my procedures in January, I never heard anything from the clinic and ended up having the procedure done in March. After a lot of messages, I finally got the billing supervisor on the phone. She had an attitude with me, but promised to adjust my account and send me an email with all the corrected information. Now it's a week, and NO email or explanation about anything. Even my INS advised me to look for a clinic with better financial  communication.",2
153,153,New Hope Fertility Center,1 star rating,"New Hope is a big, terrible assembly line. They will rush you in, push you into treatments that don't make sense, and bring you back as often as possible in order to continue to charge you each month. But for all the tests we were taking, none of the doctors or nurses ever knew what any of it meant.The doctors, nurses and technicians are rushed, uncaring and clumsy - both with information and with equipment.We went through a crisis while we were being treated there and their response was negligent and appalling. This experience convinced us to cut our losses and leave.All we want to do is forget our experience there, but on top of everything, we have been battling the billing department for a year now.Stay far away from this awful place.",1
154,154,New Hope Fertility Center,1 star rating,"New Hope likes to advertise that they have helped women over 45 with IVF. However after being there for one cycle they quickly started pushing donor eggs. We met with Dr. Zhang once and then were ""handled"" by many members of young staff in their 20s with an attitude. We would recommend using CHR in New York if you like personal attention and a friendly staff.",1
155,155,New Hope Fertility Center,1 star rating,"Unfortunately, all the negative reviews are correct.  My experience was horrendous.  I felt like I was in some strange baby making factory where everyone was cold, rude, unprofessional and not helpful.   We visited this clinic in May.  We had a ""consultation"" appointment where Dr. Zhang took about an hour of our time to try to up sell us an IVF.   His salesmanship was poor.  He avoided and skirted our questions when we him asked why we would do IVF when there was no clear diagnosis.    He pulled out charts and graphs that stated the percentages of healthy births with IVF vs. ""natural"".  I felt like I was in one of those terrible lectures where they try to sell you time share!  Dr Zhang said we would do a sonogram and a blood test and he would call me with a ""plan"" when the blood work came back.  We did the sonogram after our ""lecture.""  When it was time to take blood, his ""nurse"" told us that everyone left for the day and there was no one available to take the blood.  She told us to simply come back another day. I thought this was odd.  She is a nurse and Dr. Zhang is a doctor.  Since when did Doctor's and Nurses stop taking blood?  With this, Dr Zhang called me the next day with his ""plan"", which was to try 1 IUI, then go straight to IVF. Of course, go ""Straight to IVF""  because it costs $33,000!  I'm still confused as to how he came up with a plan within 24 hours WITHOUT OUR BLOOD WORK.  When we tried to go back to have my blood done, they said it would cost an additional $350.  No one could explain why to costs an additional charge when it was included in my consultation.  When I asked to speak to Dr. Zhang, they told me I would need to make a phone consultation appointment, which of course, costs $150.   What kind of place is this?  They actually charge you $150 when you need to speak to a doctor!   It's disgusting.  During this whole process, I was met with 2 nurses that were incredibly frustrating and not helpful.  There names were Diane and Justine.  The two were incredibly unprofessional and rude.   I agree with Jasmine R.  in that ""this place should be shut down"".   There ARE other places in this vicinity that will give you a serious consultation and listen take all of your concerns.  There are other places close by that DO NOT CHARGE you $150 to speak with the doctor.  These other clinics I speak of understand how important communication and  a doctor patient relationship is.  Save your time, money and heartache - steer clear of New Hope Fertility and Dr. Zhang.",1
156,156,New Hope Fertility Center,1 star rating,"Called them , spoke to one Ms Corey, she transferred my call to another voice mail. Called her again, was unprofessional with little information about cost, the procedure or anything . Won't call again, won't put the health of my family in hands of a clinic with such an initial bad attitude",1
157,157,New Hope Fertility Center,1 star rating,"I have tried to come twice for a consultation on freezing my eggs--each time, I was early for my appointment time and each time, I waited over an hour to be seen, giving up at about 1 1/2 hours to get back to business. The consultation and blood work is supposed to take only an hour, but your wait time to be seen will be MUCH longer. I am leaving again today with the hopes of finding a more professional place to spend $7,200 plus $1,200/year storage to freeze my eggs.",1
158,158,New Hope Fertility Center,5 star rating,"As I write this review, I'm looking at my healthy baby boy, who wouldn't be here if it weren't for New Hope.  My husband and I had been to three other REs and we were on the verge of giving up.  My husband had done some research online and found New Hope and their Mini IVF protocol, which was attractive to us as we were convinced that pumping me full of drugs was inhibiting our chances of success.  It didn't work right away, so Dr. Zhang and his team worked with us to ""bank"" embryos in order to send them out for PGD testing.  All of our embryos were normal, and we decided to go ahead and implant the healthiest of the bunch.  That embryo resulted in our son, and we couldn't be more grateful.",5
159,159,New Hope Fertility Center,4 star rating,I had a very positive experience at New Hope Fertility Center that culminated in a successful and healthy pregnancy. The practice is very busy so there are times where patients may need to follow up aggressively and the nature of fertility treatment does require patience and managing expectations but overall I found the staff and quality of care to be excellent.,4
160,160,New Hope Fertility Center,5 star rating,"If I tell you I know the business of IVF, this place is superior to any other IVF or fertility center in New York, among NYU, Columbia and others. Don't get deceived by reviews that Dr. Zheng is a money driven practitioner.  Dr. Zheng will offer you adjustments and options based on your results and attitude, unlike other places.  The technology he is using is superb, the volume of patients in his office speaks louder than words. With his experience and knowledge, he is wiling to risk and takes patients that no-one else considers treatable, regardless of how it will affects his ""success"" statistics. His service is reasonably priced and his staff is trained in customer service. Although you may experience issues, they are truly interested in improving their business, based on complaints and feedback. If you are deciding on fertility clinic, my advice is this is number one place. No one will guarantee you a 100% pregnancy, but I know this place will give you the best chance you have at getting it!",5
161,161,New Hope Fertility Center,5 star rating,"I can honestly say New Hope Fertility is God-sent fertility center. They practice innovative methods of stimulating eggs to focus on quality rather than just quantity. Instead of pumping you with tons of costly hormone shots to produce as many as eggs with swollen stomach and many bad sign effects, Dr. Zhang and his staff customized their techniques based on each patient. Throughout the process, I didn't feel any discomfort. I am so grateful that I found this clinic.",5
162,162,New Hope Fertility Center,5 star rating,"In my 20's, I got pregnant but had an eptopic pregnancy. Since then, I had 2 more and it was suggested to remove my right tube and do an invitro. My first one I did was at NYU which worked but the heartbeat stopped at 6 weeks. The 2nd one was at Cornell, which also worked but we found out the baby had down syndrome (due to my age now) at 10 weeks. The 3rd one didn't work. Finally, I went to consult with Dr Zhang at New Hope Fertility Center. He suggested I do a mini IVF as I was over 40 and sometimes the high dosage of drugs can be very harsh on your body. He also suggested I Freeze whatever embryo's go blastocyst, then test them first for any  problems chromosome before I transfer them back into me. I had 7 and it turns out only 1 was normal. I was very worried when they transferred it but they have an 85% success rate on normal embryo transfers. One week later, I went in for my pregnancy test and It was positive!!! Today I am sitting with my 9 week old, healthy baby boy, Maceo Gael. Thank you New Hope Staff and Dr Zhang!",5
163,163,New Hope Fertility Center,5 star rating,"It took me a while to register on Yelp and write this review, as I want other women reading it to really give Dr Zhang a chance. I have been through hell and back with infertility problems and did 2 IVFs with the other clinics in NY like Cornell. I also waited for my baby girl to turn 2 months!!! We were successful with New Hope at the 1st try and Dr Zhang was the first doctor to tell me that I am young enough and will have children, he really gave me hope. I was 36 when I got pregnant. You don't see him often after your first appointment, but who cares, they have an amazing staff of nurses. The billing team can be all over the place, but I will take it any day if this clinic gave me the most precious gift of life, my baby girl!!! I am also giving reviews of all doctors I have visited before finding New Hope in the last 2 years, as I want for somebody out there to also feel a joy of motherhood.",5
164,164,New Hope Fertility Center,5 star rating,"Where can I start after 15 years of infertility, new hope was able to give me a blessing, they was patient and kind, caring and professional , I would always wear glitter and they even gave me nickname tinkerbell.the wait was never long,the staff was remarkable they let me cry and encouraged me , they kept me informed of process and always called when they said they would. I highly recommend them to assist with your fertility needs , they are miracle makers and I am forever indebted to them for my blessing .",5
165,165,New Hope Fertility Center,5 star rating,"I have had quite a positive experience at New Hope. Perhaps those in charge have become more concerned about their image after receiving some negative reviews, but I am mystified by those negative reviews here. I've experienced the opposite at New Hope: a staff of dedicated Nurses, good med-techs, and YES doctors -- who care MORE & take the time. The entire support staff is the most skilled and most broadly & specifically knowledgeable in the entire fertility process (not just cogs in a wheel) than all of the fertility staff in places I've been to in NYC.  And New Hope is the MOST flexible in every respect, compared to all the other centers. From scheduling retrievals throughout the day, to longer monitoring hours, etc. When I think of the way I was treated by staff (including billing) at NYU, I am amazed how everyone there passed the buck and were so much less engaged than the team at New Hope. ....NYU & CORNELL are FACTORIES.  (Though at least Cornell's billing staff was helpful.)  New Hope intentionally choses staff to minimize IVF patients' stress. I've never had consistently better blood draws than at New Hope. My draws at Cornell & NYU stunk in comparison. Even the sonographers at New Hope seem to me a hundred times more thorough than the actual Doctor Fellows at NYU (who often additionally appear disengaged & perfunctory). One negative reviewer mentioned Dr. Zhang's mentor at NYU. Well, I went to Zhang *after* going to that doctor (he's definitely skilled & the best doc at NYU-FC) & after that guy's institution took nearly six-figures worth of our money -- our savings -- how much of savings does that NYU guy have? Meanwhile that NYU doc gets paid a seven-figure salary from NYU plus doing glamour stints on TV shows, etc. I moved to Dr. Zhang who is far more consultative and tailored in his approach to each patient.  Is Zhang a businessman? Yes. (But the NYU guy can come across as vain and competitive with peers; and perenially one gets the impression he's doing you a big favor to speak with you.) Do Zhang's efforts to develop his own shop negate his far better bedside manner, willingness to listen to patients' preferences & their educated pushback on his recommendations, as well as his (and his team's) far more flexible, bespoke treatment of patients, compared to other shops? No way. The record-keeping at NYU is a JOKE compared to New Hope. They miss the details that would optimize timing and tweaking during each step of the cycle. It's cookie-cutter by comparison. After charging $10,000 just to walk through NYU's door, most everyone at NYU condescends and they're not interested in gathering data to help learn for the next cycle. They might tell you to take a drug (like a trigger shot), but then not even test for it the next day. Or test all your hormone levels each time they monitor. And good luck avoiding Dr. Nicole Noyes on the days when she's in charge. Patients have experienced Dr. Noyes behaving like an absolute MONSTER.   New Hope also treats some of the toughest (oldest) cases. In this respect, perhaps they're giving people False Hope instead of New Hope. But I've personally seen that this office has far more concern about people's wallets than other places. And charges much less for treatment. They're a younger, smaller institution. Good. Personally, I hope they never get too big, because it's the titanic clinics that serve themselves more than patients and can't easily shift their course due to their larger size. I wish all of you the best of luck. May we all have a healthy child of our own. And soon.",5
166,166,New Hope Fertility Center,5 star rating,"I wanted to share my experience with New Hope Fertility Center.    Overall I would say my experience was a positive one.  I have to admit I was a little cautious after reading other comments here on Yelp.  But there were many misconceptions in the previous reviews.  I had my first appointment today. The receptionist was smiling and very knowledgeable.  I only needed to wait 15 minutes before I went in to consult with Dr. Zhang.  I was then seen soon after by a nurse for sonogram, blood work and even spoke with their billing department.  Everyone was helpful and accommodating.  Dr. Zhang was hopeful that he would be able to help me conceive possibly without additional hormones, which is called a Natural IVF cycle.  Overall I would say it was a very pleasant experience.  I will keep you guys posted about my experience.  My next appointment is in 2 weeks.",5
